,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27
Porphyromonas_crevioricanis_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.623244713,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.24723398,2.22E-16,2.22E-16,2.22E-16,7.345574864,2.22E-16
Maricaulis_maris_MCS10_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.57E-15,2.22E-16,0.176492778,5.10E-07,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,6.102596861,1.143898766,1.708569427,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Clostridium_cellulolyticum_H10_,2.22E-16,2.22E-16,2.22E-16,0.249642032,1.60E-08,2.22E-16,1.36E-11,0.057829197,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.766109575,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,6.583045537,2.22E-16,6.71E-05,2.22E-16
Burkholderia_multivorans_ATCC_17616_,2.22E-16,2.22E-16,1.481544357,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.648674095,0.825714186,2.22E-16,12.06913736,2.22E-16,0.849915307,2.22E-16,2.22E-16,3.58E-05,3.88113792,1.949734856,0.24057058,2.22E-16,0.908402987,2.22E-16,0.209910315,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Rhizobium_leguminosarum_bv_trifolii_WSM2304_,2.22E-16,2.22E-16,1.521605074,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,6.196432752,0.549398668,2.119238859,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Beggiatoa_alba_B18LD_,2.22E-16,2.22E-16,0.735099031,2.22E-16,1.721788775,2.22E-16,1.293048487,4.915099441,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.481621385,1.918049375,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Gallionella_capsiferriformans_ES-2_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.598792386,2.22E-16,2.22E-16,5.806139406,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.726929597,1.915730738,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Leptothrix_cholodnii_SP-6_,2.22E-16,2.22E-16,0.875027209,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5.116137352,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.698552316,3.713992572,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.007515646,0.001162828,1.94E-11,0.005756445,2.22E-16,2.22E-16
Cyanothece_sp_PCC_7425_,2.22E-16,2.22E-16,2.22E-16,12.46897989,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Beijerinckia_indica_subsp_indica_ATCC_9039_,2.22E-16,2.22E-16,0.672013926,2.22E-16,0.651430791,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,4.484601811,0.955319147,3.614521317,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.000501013,0.000676145,2.22E-16,2.22E-16,2.22E-16
Methylocella_silvestris_BL2_,2.22E-16,2.22E-16,0.734633519,2.22E-16,5.91E-13,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,4.964521926,1.053874108,3.949670264,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Brachybacterium_phenoliresistens_,3.15468306,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,3.96E-11,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5.938056924,2.22E-16,2.22E-16
Staphylococcus_carnosus_subsp_carnosus_TM300_,2.22E-16,5.055888157,0.559911771,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.560623199,2.22E-16,2.22E-16,4.327142222,2.22E-16,2.22E-16,2.22E-16,5.59E-14,2.22E-16,2.22E-16,1.697317652,2.22E-16,2.22E-16,0.422296273,1.767588225,2.22E-16,2.22E-16,2.22E-16,6.680182305
Thioalkalivibrio_sulfidiphilus_HL-EbGr7_,2.22E-16,2.22E-16,0.554636654,0.52479986,1.593577865,2.22E-16,1.589063316,4.387788965,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.420296851,2.138903905,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.142016509,2.22E-16,2.22E-16
Thioalkalivibrio_sp_K90mix_,2.22E-16,2.22E-16,2.22E-16,3.84E-11,2.395069912,2.22E-16,1.560347993,4.290439627,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.493604181,1.811683234,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Lachnospiraceae_bacterium_28-4_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.648382459,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,6.092995019,2.22E-16,2.22E-16,2.22E-16
Lachnospiraceae_bacterium_3-1_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,6.753463849,2.22E-16,2.22E-16,2.22E-16
Lachnospiraceae_bacterium_A2_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.346148991,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,6.360280454,0.041320954,2.22E-16,2.22E-16
Lachnospiraceae_bacterium_A4_,2.22E-16,2.22E-16,0.389902202,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,6.438368,2.22E-16,2.22E-16,2.22E-16
Acidovorax_citrulli_AAC00-1_,2.22E-16,2.22E-16,0.923174788,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5.550279153,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.648234904,4.323807671,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Bacillus_pseudofirmus_OF4_,2.22E-16,7.858710096,0.530115836,0.552470527,1.30E-08,2.22E-16,2.22E-16,2.22E-16,0.631932482,0.002023434,0.46154668,3.35E-16,2.22E-16,2.22E-16,2.22E-16,0.11940643,2.22E-16,2.22E-16,0.375706175,5.93E-06,0.811502642,2.22E-16,1.13E-06,0.000186129,2.22E-16,2.22E-16,16.32983072
Pseudobacteroides_cellulosolvens_ATCC_35603_=_DSM_2933_,2.22E-16,2.22E-16,0.508994278,2.22E-16,1.117294107,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.655192867,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5.486024149,2.22E-16,2.22E-16,2.22E-16
Bifidobacterium_bifidum_NCIMB_41171_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.25357339,2.22E-16,2.22E-16,0.814692847,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.964666758,2.22E-16,2.22E-16,2.22E-16,2.22E-16,6.536903507,2.22E-16,2.22E-16
Bradyrhizobium_elkanii_USDA_76_,2.22E-16,2.22E-16,1.30668188,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,4.906505563,0.135254222,4.24703098,2.22E-16,2.22E-16,2.22E-16,1.737725421,0.003713464,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Burkholderia_phytofirmans_PsJN_,2.22E-16,2.22E-16,1.172672129,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5.335650088,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5.470522687,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.28E-14,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Delftia_acidovorans_SPH-1_,2.22E-16,2.22E-16,0.85945854,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5.706056225,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.529902997,4.062666814,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Shewanella_pealeana_ATCC_700345_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,10.15415316,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.382507728,2.22E-16,2.22E-16,0.553824808,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.63E-08,0.499525379,0.157261928,0.031485818,1.37E-08,2.22E-16
Dinoroseobacter_shibae_DFL_12_=_DSM_16493_,2.22E-16,2.22E-16,1.023053962,2.22E-16,1.51E-08,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.529742071,2.22E-16,2.22E-16,2.22E-16,2.22E-16,3.882331758,0.187762153,0.034458399,15.10562392,0.497601427,0.426484366,0.711903569,2.22E-16,7.16E-13,0.004480901,2.22E-16,2.22E-16,2.22E-16
Leeuwenhoekiella_blandensis_MED217_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,9.581028616,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Geobacter_lovleyi_SZ_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5.477243854,2.22E-16,2.22E-16,0.925133855,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.463564725,0.991651119,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.573685721,2.22E-16,2.22E-16,2.22E-16
Pseudomonas_mendocina_ymp_,2.22E-16,2.22E-16,2.405022429,2.22E-16,6.31E-11,2.22E-16,5.35845866,4.251367156,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.467666111,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Serratia_proteamaculans_568_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.849221509,0.44960474,2.22E-16,2.22E-16,2.22E-16,2.22E-16,14.67107528,2.22E-16,2.22E-16,0.534820064,1.44853677,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Enterobacter_sp_638_,2.22E-16,2.22E-16,0.808752052,2.22E-16,0.00167202,2.22E-16,1.748205145,0.399878524,2.22E-16,2.22E-16,2.22E-16,2.22E-16,17.20041754,2.22E-16,2.22E-16,0.56662562,1.125877668,2.22E-16,2.22E-16,2.22E-16,2.22E-16,3.74E-10,2.22E-16,2.22E-16,1.84E-09,2.22E-16,2.22E-16
Comamonas_testosteroni_KF-1_,2.22E-16,2.22E-16,0.782391557,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5.628435063,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.687459964,3.892536003,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Marinomonas_sp_MWYL1_,2.22E-16,2.22E-16,1.270188271,2.22E-16,2.22E-16,2.22E-16,5.74848546,1.897415016,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.560647424,0.826017502,0.860600842,2.22E-16,2.22E-16,2.22E-16,2.22E-16,4.39E-05,2.22E-16,0.223535209,5.86E-06,6.46E-15,2.22E-16
Terriglobus_saanensis_SP1PR4_,2.22E-16,2.22E-16,2.22E-16,9.05E-10,3.55985713,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.311891272,1.711783391,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.727341678,2.22E-16,0.196412991,2.184144752,2.22E-16,2.22E-16
Bifidobacterium_dentium_Bd1_,2.22E-16,0.173460746,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.285984413,0.565864924,2.22E-16,0.4529198,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.821829445,1.033465149,2.22E-16,2.22E-16,0.228470235,2.22E-16,5.227369685,2.22E-16,2.22E-16
Thermosinus_carboxydivorans_Nor1_,2.22E-16,0.64485652,2.22E-16,2.22E-16,4.305943683,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.312026508,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.080840982,3.218371731,2.22E-16,2.22E-16,2.22E-16
Flavobacterium_psychrophilum_JIP02-86_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.04562412,1.164088259,7.6205724,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.289881508,2.22E-16,2.22E-16,2.22E-16,2.22E-16,7.197817029,2.22E-16,2.22E-16,2.22E-16,0.44721888,2.22E-16
Ralstonia_pickettii_12J_,2.22E-16,2.22E-16,0.868773646,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5.618148039,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.066609121,5.304312862,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Parvibaculum_lavamentivorans_DS-1_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.005319512,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5.316923556,0.668323815,2.76428905,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.022605486,2.22E-16,2.22E-16
Petrotoga_mobilis_SJ95_,2.22E-16,7.93E-14,2.22E-16,0.181295775,1.736025626,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.848194828,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,3.18980565,5.19E-09,2.22E-16,2.22E-16
Geobacter_bemidjiensis_Bem_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.712645254,2.22E-16,0.806119562,0.55483822,2.22E-16,7.390300752,2.622208361,2.22E-16,2.22E-16,2.22E-16,0.253547221,2.22E-16,0.916525829,2.22E-16,2.22E-16,0.828412623,1.868540955,2.22E-16,2.22E-16,2.073536652,2.22E-16,2.22E-16,2.22E-16
Anaeromyxobacter_sp_Fw109-5_,4.90E-09,2.22E-16,0.325027972,1.157320602,3.118644231,2.22E-16,2.22E-16,0.469025824,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.631767741,0.242355682,1.401881015,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.588239291,2.22E-16,1.615789506,2.22E-16,0.263191067,2.22E-16
Lactobacillus_helveticus_DPC_4571_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.000494896,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,7.973173767,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Saccharopolyspora_erythraea_NRRL_2338_,5.105704902,2.22E-16,0.001315554,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,14.25200089,2.22E-16,1.84E-10,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.095180935,0.494378154,2.22E-16,2.22E-16
Nocardioidaceae_bacterium_Broad-1_,5.671507458,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.156881591,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.293269664,2.22E-16,2.22E-16,3.441427781,2.22E-16,2.22E-16
Gramella_forsetii_KT0803_,2.22E-16,2.22E-16,2.22E-16,0.000721512,2.22E-16,2.22E-16,0.302037589,3.83E-14,1.413684863,6.005432662,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.67E-06,2.22E-16,0.342289988,2.22E-16,2.22E-16,6.928457651,2.22E-16,2.22E-16,0.379848246,0.15216077,2.22E-16
Ruminococcus_obeum_ATCC_29174_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.288089446,5.078194051,2.22E-16,2.22E-16,2.22E-16,5.316474681,2.22E-16,2.22E-16,2.22E-16
Ruminococcus_torques_ATCC_27756_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.081469821,2.22E-16,2.22E-16,2.22E-16,4.921281228,2.22E-16,2.22E-16,2.22E-16,4.039632325,9.19E-16,2.22E-16,2.22E-16
Dorea_formicigenerans_ATCC_27755_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,3.64E-06,2.22E-16,2.22E-16,2.22E-16,5.243840318,2.22E-16,2.22E-16,2.22E-16,5.731843956,2.22E-16,2.22E-16,2.22E-16
Dorea_longicatena_DSM_13814_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,4.862886573,2.22E-16,2.22E-16,2.22E-16,5.601312768,2.22E-16,2.22E-16,2.22E-16
Eubacterium_ventriosum_ATCC_27560_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.328724361,2.22E-16,2.22E-16,2.22E-16,4.491585357,2.22E-16,2.22E-16,0.599521194,4.847845491,0.230125107,2.22E-16,2.22E-16
Desulfovibrio_piger_ATCC_29098_,2.22E-16,2.22E-16,2.22E-16,0.001264958,4.658510475,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.455157042,0.779627014,2.22E-16,0.665366123,0.236778422,4.567103583,2.22E-16,2.22E-16,2.22E-16,1.031057374,2.22E-16,0.230422886,2.22E-16
Parvimonas_micra_ATCC_33270_,2.22E-16,3.44E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.550944865,2.22E-16,2.22E-16,2.22E-16,2.705955375,2.22E-16,2.22E-16,2.22E-16,3.528786839,2.22E-16,2.22E-16,1.408838445,1.211574791,2.22E-16,2.22E-16,2.22E-16
Actinomyces_odontolyticus_ATCC_17982_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.484220875,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,3.660445459,2.22E-16,2.22E-16,2.22E-16,2.22E-16,7.364831344,2.22E-16,2.22E-16
Pseudoflavonifractor_capillosus_ATCC_29799_,0.150323495,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.66E-12,2.22E-16,2.22E-16,2.22E-16,0.161870153,2.22E-16,2.22E-16,2.22E-16,0.219277058,0.098138577,2.22E-16,2.22E-16,5.129622236,2.22E-16,2.22E-16,0.198683096,5.191648205,1.17E-15,2.22E-16,2.22E-16
[Clostridium]_scindens_ATCC_35704_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5.513519154,2.22E-16,2.22E-16,2.22E-16,5.614586997,2.22E-16,2.22E-16,2.22E-16
[Eubacterium]_hallii_DSM_3353_,2.22E-16,2.22E-16,2.22E-16,0.306876192,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.069978394,2.22E-16,2.22E-16,2.22E-16,5.325391839,2.22E-16,2.22E-16,5.81E-15,5.46271277,2.22E-16,2.22E-16,2.22E-16
Ruminococcus_gnavus_ATCC_29149_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5.541980255,2.22E-16,2.22E-16,2.22E-16,5.806317829,2.22E-16,2.22E-16,2.22E-16
Subdoligranulum_variabile_DSM_15176_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.641016979,2.22E-16,2.22E-16,2.22E-16,4.411712286,2.22E-16,2.22E-16,0.002472777,4.904088691,2.22E-16,2.22E-16,2.22E-16
Ruminococcus_callidus_ATCC_27760_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.015078546,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5.77402709,2.22E-16,2.22E-16,2.22E-16
Coprococcus_eutactus_ATCC_27759_,2.22E-16,2.22E-16,0.094321286,3.33E-14,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.401995286,2.22E-16,2.22E-16,2.22E-16,4.168214662,2.22E-16,2.22E-16,2.22E-16,5.549926219,4.48E-09,2.22E-16,2.22E-16
Bacteroides_ovatus_ATCC_8483_,2.22E-16,1.68E-09,2.22E-16,0.23356143,2.22E-16,2.22E-16,2.22E-16,0.171338169,2.22E-16,1.346643935,2.22E-16,2.22E-16,2.22E-16,18.29674319,0.214167282,2.22E-16,2.22E-16,2.22E-16,2.22E-16,3.552067788,2.22E-16,4.06E-10,2.22E-16,2.22E-16,2.22E-16,11.28745174,2.22E-16
Parabacteroides_merdae_ATCC_43184_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,4.331809144,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,12.26110909,2.22E-16
Bacteroides_uniformis_ATCC_8492_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,4.421021052,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,12.56201491,2.22E-16
Faecalibacterium_prausnitzii_A2-165_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.520159846,2.22E-16,2.22E-16,2.22E-16,4.040975221,2.22E-16,2.22E-16,2.22E-16,5.12400661,2.22E-16,2.22E-16,2.22E-16
