"","input.Species","input.Proteins","interactions","input.ID"
"470","Pseudomonas_lutea_",4607,87815,243924
"471","Candidatus_Caedibacter_acanthamoebae_",1459,13574,244581
"472","Candidatus_Paracaedibacter_symbiosus_",2495,32302,244582
"473","Carboxydothermus_hydrogenoformans_Z-2901_",2620,38640,246194
"474","Dichelobacter_nodosus_VCS1703A_",1280,17684,246195
"475","Mycobacterium_smegmatis_str._MC2_155_",6692,111836,246196
"476","Myxococcus_xanthus_DK_1622_",7331,110146,246197
"477","Ruminococcus_albus_8_",3833,47513,246199
"478","Ruegeria_pomeroyi_DSS-3_",4279,53713,246200
"479","Streptococcus_mitis_NCTC_12261_",1636,28219,246201
"480","Nocardia_farcinica_IFM_10152_",5853,77161,247156
"481","planctomycete_KSU-1_",3600,47960,247490
"482","marine_gamma_proteobacterium_HTCC2143_",3662,52733,247633
"483","marine_gamma_proteobacterium_HTCC2148_",3827,65675,247634
"484","marine_gamma_proteobacterium_HTCC2080_",3185,48706,247639
"485","Gloeobacter_violaceus_PCC_7421_",4430,0,251221
"486","Chroococcidiopsis_thermalis_PCC_7203_",5408,64582,251229
"487","Oceanicola_batsensis_HTCC2597_",3372,58005,252305
"488","Streptomyces_sp._C_",7540,124799,253839
"489","Ehrlichia_ruminantium_str._Welgevonden_",888,13368,254945
"490","Dehalococcoides_mccartyi_CBDB1_",1458,16752,255470
"491","Bordetella_bronchiseptica_RB50_",4994,82481,257310
"492","Bordetella_pertussis_Tohama_I_",3426,43346,257313
"493","Lactobacillus_johnsonii_NCC_533_",1821,26462,257314
"494","Rickettsia_typhi_str._Wilmington_",838,15181,257363
"495","Kitasatospora_arboriphila_",5211,96126,258052
"496","Mycobacterium_cosmeticum_",6281,126611,258533
"497","Rhodopseudomonas_palustris_CGA009_",4820,102643,258594
"498","Psychrobacter_arcticus_273-4_",2120,30388,259536
"499","Bacillus_anthracis_str._Sterne_",5287,58828,260799
"500","Nitrosomonas_sp._Is79A3_",3372,38246,261292
"501","Buchnera_aphidicola_",359,8681,261317
"502","Mycobacterium_avium_subsp._paratuberculosis_K-10_",4350,66740,262316
"503","Exiguobacterium_sibiricum_255-15_",3010,38749,262543
"504","Mycoplasma_hyopneumoniae_J_",674,11252,262719
"505","Mycoplasma_synoviae_53_",681,9415,262723
"506","Thermus_thermophilus_HB27_",2210,36088,262724
"507","Onion_yellows_phytoplasma_OY-M_",752,15449,262768
"508","Verrucosispora_maris_AB-18-032_",6009,71150,263358
"509","Ralstonia_eutropha_JMP134_",6358,104892,264198
"510","Streptococcus_thermophilus_LMG_18311_",1889,24893,264199
"511","Candidatus_Protochlamydia_amoebophila_UWE25_",2031,20080,264201
"512","Chlamydophila_felis_Fe-C-56_",1013,11391,264202
"513","Zymomonas_mobilis_subsp._mobilis_ZM4_=_ATCC_31821_",1736,21271,264203
"514","Bdellovibrio_bacteriovorus_HD100_",3583,46222,264462
"515","Pseudomonas_syringae_pv._phaseolicola_1448A_",5112,83090,264730
"516","Prevotella_ruminicola_23_",2763,39739,264731
"517","Moorella_thermoacetica_ATCC_39073_",2463,37044,264732
"518","Methylobacillus_flagellatus_KT_",2753,39002,265072
"519","Mesoplasma_florum_L1_",683,15095,265311
"520","Bacillus_cibi_",3781,60192,265729
"521","Rubrobacter_xylanophilus_DSM_9941_",3140,38796,266117
"522","Cupriavidus_metallidurans_CH34_",6132,90771,266264
"523","Burkholderia_xenovorans_LB400_",8702,145285,266265
"524","Chryseobacterium_antarcticum_",2661,32353,266748
"525","Porphyromonas_gingivicanis_",1433,19834,266762
"526","Chelativorans_sp._BNC1_",4177,57277,266779
"527","Thalassobacter_stenotrophicus_",2997,65932,266809
"528","Sinorhizobium_meliloti_1021_",4943,75228,266834
"529","Mesorhizobium_loti_MAFF303099_",6961,0,266835
"530","Kineococcus_radiotolerans_SRS30216_=_ATCC_BAA-149_",4497,46287,266940
"531","Ralstonia_solanacearum_GMI1000_",5120,78200,267608
"532","Propionibacterium_acnes_KPA171202_",2297,33913,267747
"533","Mycoplasma_mobile_163K_",635,9894,267748
"534","Paenibacillus_wynnii_",4891,78133,268407
"535","Synechococcus_elongatus_PCC_6301_",2524,49717,269084
"536","Burkholderia_vietnamiensis_G4_",6591,81377,269482
"537","Ehrlichia_canis_str._Jake_",925,13743,269484
"538","Rhodospirillum_rubrum_ATCC_11170_",3791,54934,269796
"539","Cytophaga_hutchinsonii_ATCC_33406_",3785,62219,269798
"540","Geobacter_metallireducens_GS-15_",3568,67223,269799
"541","Thermobifida_fusca_YX_",3110,39801,269800
"542","Marinobacter_sp._ELB17_",4850,83227,270374
"543","Anabaena_cylindrica_PCC_7122_",5320,61448,272123
"544","Leptolyngbya_boryana_PCC_6306_",6683,115738,272134
"545","Aggregatibacter_actinomycetemcomitans_HK1651_",2327,25732,272556
"546","Bacillus_halodurans_C-125_",4053,0,272558
"547","Bacteroides_fragilis_NCTC_9343_",4236,58209,272559
"548","Burkholderia_pseudomallei_K96243_",5728,101044,272560
"549","Clostridium_acetobutylicum_ATCC_824_",3672,53403,272562
"550","Peptoclostridium_difficile_630_",3825,56970,272563
"551","Gluconacetobacter_diazotrophicus_PA1_5_",3801,45926,272568
"552","Lactobacillus_acidophilus_NCFM_",1862,23950,272621
"553","Lactococcus_lactis_subsp._lactis_Il1403_",2266,33438,272623
"554","Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1_",2942,36859,272624
"555","Listeria_innocua_Clip11262_",3043,48590,272626
"556","Methylobacterium_extorquens_AM1_",4996,71208,272630
"557","Mycobacterium_leprae_TN_",1605,22001,272631
"558","Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1_",1016,13069,272632
"559","Mycoplasma_penetrans_HF-2_",1037,0,272633
"560","Mycoplasma_pulmonis_UAB_CTIP_",782,9995,272635
"561","Rhodobacter_capsulatus_SB_1003_",3493,46254,272942
"562","Rhodobacter_sphaeroides_2.4.1_",3988,59215,272943
"563","Rickettsia_prowazekii_str._Madrid_E_",843,16329,272947
"564","Rickettsia_sibirica_246_",1234,21197,272951
"565","Caldanaerobacter_subterraneus_subsp._tengcongensis_MB4_",2588,41585,273068
"566","Ureaplasma_parvum_serovar_3_str._ATCC_700970_",611,11427,273119
"567","Wolinella_succinogenes_DSM_1740_",2043,38496,273121
"568","Serratia_marcescens_subsp._marcescens_Db11_",4716,61163,273526
"569","Microbacterium_oleivorans_",2781,38379,273677
"570","Pediococcus_pentosaceus_ATCC_25745_",1753,24378,278197
"571","Diplosphaera_colitermitum_TAV2_",4807,50918,278957
"572","Acidobacteriaceae_bacterium_TAA166_",4698,69777,278963
"573","Bacillus_licheniformis_DSM_13_=_ATCC_14580_",4179,62686,279010
"574","Novosphingobium_aromaticivorans_DSM_12444_",3755,42443,279238
"575","Pseudogulbenkiania_ferrooxidans_2002_",3925,104349,279714
"576","Staphylococcus_haemolyticus_JCSC1435_",2674,31829,279808
"577","Leifsonia_xyli_subsp._xyli_str._CTCB07_",2030,22175,281090
"578","Bartonella_quintana_str._Toulouse_",1142,17469,283165
"579","Bartonella_henselae_str._Houston-1_",1488,20985,283166
"580","Pseudoalteromonas_sp._Bsw20308_",4172,56052,283699
"581","Idiomarina_loihiensis_L2TR_",2628,37288,283942
"582","Streptomyces_flavovariabilis_",7823,147851,284031
"583","Streptomyces_xylophagus_",10137,202332,285514
"584","Streptomyces_fulvoviolaceus_",10506,231545,285535
"585","Amycolatopsis_rifamycinica_",8307,151640,287986
"586","Bradyrhizobium_sp._BTAi1_",7622,125981,288000
"587","Renibacterium_salmoninarum_ATCC_33209_",3507,40469,288705
"588","Thermodesulfovibrio_yellowstonii_DSM_11347_",2033,31656,289376
"589","Thermodesulfobacterium_commune_DSM_2178_",1453,17202,289377
"590","Mycoplasma_bovis_PG45_",765,10229,289397
"591","Chlorobium_limicola_DSM_245_",2434,26227,290315
"592","Chlorobium_phaeobacteroides_DSM_266_",2650,26578,290317
"593","Chlorobium_phaeovibrioides_DSM_265_",1753,21784,290318
"594","Arthrobacter_aurescens_TC1_",4295,45252,290340
"595","Anaeromyxobacter_dehalogenans_2CP-C_",4346,73224,290397
"596","Chromohalobacter_salexigens_DSM_3043_",3298,40352,290398
"597","Arthrobacter_sp._FB24_",4304,48694,290399
"598","Jannaschia_sp._CCS1_",4283,55567,290400
"599","Clostridium_beijerinckii_NCIMB_8052_",5020,93063,290402
"600","Borrelia_garinii_PBi_",902,18435,290434
"601","Prosthecochloris_aestuarii_DSM_271_",2327,29585,290512
"602","Gluconobacter_oxydans_621H_",2595,29810,290633
"603","Photorhabdus_asymbiotica_",4417,70434,291112
"604","Candidatus_Blochmannia_pennsylvanicus_str._BPEN_",610,12060,291272
"605","Erythrobacter_vulgaris_",2683,38782,291985
"606","Ruegeria_sp._TM1040_",3136,42609,292414
"607","Thiobacillus_denitrificans_ATCC_25259_",2827,43097,292415
"608","Symbiobacterium_thermophilum_IAM_14863_",3337,44137,292459
"609","Cyanobacterium_stanieri_PCC_7202_",2837,36077,292563
"610","Cyanobium_gracile_PCC_6307_",3280,38934,292564
"611","Wolbachia_endosymbiont_strain_TRS_of_Brugia_malayi_",805,12883,292805
"612","Rickettsia_canadensis_str._McKiel_",1093,14848,293613
"613","Rickettsia_akari_str._Hartford_",1259,15653,293614
"614","Alkaliphilus_metalliredigens_QYMF_",4625,62301,293826
"615","Mycoplasma_hyopneumoniae_232_",691,10361,295358
"616","Polaromonas_sp._JS666_",5127,65123,296591
"617","Legionella_pneumophila_str._Paris_",3166,41565,297246
"618","Photobacterium_profundum_SS9_",5489,83275,298386
"619","Frankia_sp._EAN1pec_",7191,108996,298653
"620","Frankia_sp._EuI1c_",7083,103603,298654
"621","Frankia_sp._CN3_",8014,146820,298655
"622","Thermus_thermophilus_HB8_",1986,0,300852
"623","Thauera_sp._27_",4298,93778,305700
"624","Endozoicomonas_elysicola_",4149,52554,305900
"625","Campylobacter_lari_RM2100_",1545,24717,306263
"626","Campylobacter_upsaliensis_RM3195_",1808,28668,306264
"627","Fischerella_muscicola_PCC_7414_",6001,113611,306281
"628","Corynebacterium_jeikeium_K411_",2120,26223,306537
"629","Chryseobacterium_vrystaatense_",4745,58382,307480
"630","Coprothermobacter_proteolyticus_DSM_5265_",1405,20802,309798
"631","Dictyoglomus_thermophilum_H-6-12_",1912,25507,309799
"632","Thermomicrobium_roseum_DSM_5159_",2859,29701,309801
"633","Thermotoga_neapolitana_DSM_4359_",1937,28563,309803
"634","Salinibacter_ruber_DSM_13855_",2833,33349,309807
"635","Agrobacterium_vitis_S4_",4817,64825,311402
"636","Agrobacterium_radiobacter_K84_",6142,82507,311403
"637","Dehalococcoides_mccartyi_VS_",1438,16112,311424
"638","Polynucleobacter_necessarius_subsp._asymbioticus_QLW-P1DMWA-1_",2077,26448,312153
"639","marine_actinobacterium_PHSC20C1_",2668,34006,312284
"640","Vibrio_fischeri_ES114_",3817,59928,312309
"641","Janibacter_sp._HTCC2649_",4076,61057,313589
"642","Dokdonia_sp._MED134_",2886,38046,313590
"643","Polaribacter_irgensii_23-P_",2553,34258,313594
"644","Psychroflexus_torquis_ATCC_700755_",3526,41014,313595
"645","Robiginitalea_biformata_HTCC2501_",3211,39847,313596
"646","Polaribacter_sp._MED152_",2635,33440,313598
"647","Maribacter_sp._HTCC2170_",3411,43117,313603
"648","Microscilla_marina_ATCC_23134_",8319,96407,313606
"649","Lyngbya_sp._PCC_8106_",6142,118290,313612
"650","Nodularia_spumigena_CCY9414_",5294,73414,313624
"651","Synechococcus_sp._BL107_",2507,34669,313625
"652","Lentisphaera_araneosa_HTCC2155_",5104,61178,313628
"653","Erythrobacter_litoralis_HTCC2594_",3011,32008,314225
"654","Blastopirellula_marina_DSM_3645_",5686,90309,314230
"655","Fulvimarina_pelagi_HTCC2506_",3754,58571,314231
"656","Loktanella_vestfoldensis_SKA53_",3067,40653,314232
"657","Oceanicaulis_sp._HTCC2633_",3028,48892,314254
"658","Oceanicola_granulosus_HTCC2516_",3784,67552,314256
"659","Parvularcula_bermudensis_HTCC2503_",2686,30360,314260
"660","Roseobacter_sp._MED193_",3999,73164,314262
"661","Roseovarius_sp._217_",4769,97273,314264
"662","Pelagibaca_bermudensis_HTCC2601_",5449,105353,314265
"663","Sphingomonas_sp._SKA58_",3835,54611,314266
"664","Rhodobacteraceae_bacterium_HTCC2083_",4179,76102,314270
"665","Maritimibacter_alkaliphilus_HTCC2654_",4499,72171,314271
"666","Alteromonas_macleodii_str._'Deep_ecotype'_",3965,51507,314275
"667","Nitrococcus_mobilis_Nb-231_",3503,45266,314278
"668","Psychromonas_sp._CNPT3_",2580,36823,314282
"669","Congregibacter_litoralis_KT71_",3933,58854,314285
"670","gamma_proteobacterium_HTCC2207_",2388,37005,314287
"671","Photobacterium_angustum_S14_",4430,93162,314292
"672","Lactobacillus_sakei_subsp._sakei_23K_",1874,23122,314315
"673","Mariprofundus_ferrooxydans_PV-1_",2866,41225,314345
"674","beta_proteobacterium_KB13_",1318,22510,314607
"675","Borrelia_hermsii_HS1_",823,19460,314723
"676","Borrelia_turicatae_91E135_",818,17558,314724
"677","Rickettsia_felis_URRWXCal2_",1400,17267,315456
"678","Bacillus_weihenstephanensis_KBAB4_",5444,57331,315730
"679","Bacillus_cytotoxicus_NVH_391-98_",3844,41889,315749
"680","Bacillus_pumilus_SAFR-032_",3681,59092,315750
"681","Rhodopseudomonas_palustris_BisA53_",4878,83870,316055
"682","Rhodopseudomonas_palustris_BisB18_",4886,80897,316056
"683","Rhodopseudomonas_palustris_BisB5_",4397,59793,316057
"684","Rhodopseudomonas_palustris_HaA2_",4683,68087,316058
"685","Geobacter_daltonii_FRC-32_",3798,62966,316067
"686","Xanthomonas_campestris_pv._vesicatoria_str._85-10_",4509,59506,316273
"687","Herpetosiphon_aurantiacus_DSM_785_",5047,60922,316274
"688","Aliivibrio_salmonicida_LFI1238_",3811,42664,316275
"689","Synechococcus_sp._RCC307_",2535,28616,316278
"690","Synechococcus_sp._CC9902_",2304,27152,316279
"691","Escherichia_coli_str._K-12_substr._W3110_",4222,0,316407
"692","Xanthomonas_axonopodis_pv._phaseoli_",4114,50318,317013
"693","Thiomicrospira_crunogena_XCL-2_",2196,35301,317025
"694","Prochlorothrix_hollandica_PCC_9006_",3957,72929,317619
"695","Sphingopyxis_alaskensis_RB2256_",3195,46944,317655
"696","Nostoc_sp._PCC_7107_",5237,59104,317936
"697","Shewanella_denitrificans_OS217_",3754,58663,318161
"698","Shewanella_frigidimarina_NCIMB_400_",4029,52709,318167
"699","Mycobacterium_rufum_",5443,102135,318424
"700","Clostridium_sulfidigenes_",3148,42851,318464
"701","Paracoccus_denitrificans_PD1222_",5077,77863,318586
"702","Bradyrhizobium_sp._WSM1743_",7006,151548,318996
"703","Bradyrhizobium_sp._WSM1253_",8047,163435,319003
"704","Shewanella_putrefaciens_CN-32_",3972,69290,319224
"705","Chlorobium_luteolum_DSM_273_",2083,24991,319225
"706","Nonlabens_sediminis_",2952,30981,319236
"707","Deinococcus_geothermalis_DSM_11300_",2849,39318,319795
"708","Anaplasma_marginale_str._Florida_",942,12717,320483
"709","Synechococcus_sp._JA-3-3Ab_",2760,44781,321327
"710","Synechococcus_sp._JA-2-3B'a",2862,34486,321332
"711","Pseudomonas_simiae_",5506,106912,321846
"712","Brevibacterium_linens_BL2_",3843,37453,321955
"713","Wheat_blue_dwarf_phytoplasma_",571,11661,321961
"714","Aster_yellows_witches'-broom_phytoplasma_AYWB_",677,12835,322098
"715","Streptococcus_thermophilus_LMD-9_",1709,21123,322159
"716","Azotobacter_vinelandii_DJ_",5051,74688,322710
"717","Nitrobacter_hamburgensis_X14_",3976,60140,323097
"718","Nitrobacter_winogradskyi_Nb-255_",3122,36726,323098
"719","Nitrosococcus_oceani_ATCC_19707_",3017,45879,323261
"720","Nitrosospira_multiformis_ATCC_25196_",2772,40586,323848
"721","Shewanella_loihica_PV-4_",3859,52431,323850
"722","Paenibacillus_sp._JDR-2_",6213,85470,324057
"723","Chloroflexus_aurantiacus_J-10-fl_",3853,58951,324602
"724","Lactobacillus_gasseri_ATCC_33323_=_JCM_1131_",1755,23447,324831
"725","Pelodictyon_phaeoclathratiforme_BU-1_",2707,29751,324925
"726","Xanthomonas_axonopodis_pv._vasculorum_",3545,58204,325777
"727","Shewanella_amazonensis_SB2B_",3645,48383,326297
"728","Sulfurimonas_denitrificans_DSM_1251_",2096,37128,326298
"729","Bacillus_amyloliquefaciens_subsp._plantarum_str._FZB42_",3693,51571,326423
"730","Frankia_alni_ACN14a_",6711,79737,326424
"731","Lactobacillus_helveticus_CNRZ32_",1685,19385,326425
"732","Bifidobacterium_breve_UCC2003_",1854,20754,326426
"733","Chloroflexus_aggregans_DSM_9485_",3730,52433,326427
"734","Pseudoalteromonas_haloplanktis_TAC125_",3486,49981,326442
"735","Bifidobacterium_crudilactis_",1843,28606,327277
"736","Acaryochloris_marina_MBIC11017_",6427,75732,329726
"737","Amycolatopsis_jejuensis_",9150,207132,330084
"738","Candidatus_Nitrospira_defluvii_",4267,49363,330214
"739","Blattabacterium_sp._",590,11476,331104
"740","Simkania_negevensis_Z_",2514,20750,331113
"741","Chlamydophila_pecorum_E58_",988,10791,331635
"742","Chlamydia_psittaci_6BC_",1002,12077,331636
"743","Chlorobium_phaeobacteroides_BS1_",2469,23766,331678
"744","alpha_proteobacterium_BAL199_",6124,97994,331869
"745","Clostridium_drakei_",5152,117064,332101
"746","Bacillus_okhensis_",4333,70742,333138
"747","Lactobacillus_fermentum_IFO_3956_",1843,21275,334390
"748","Finegoldia_magna_ATCC_29328_",1812,25881,334413
"749","Rickettsia_tamurae_",1629,25009,334545
"750","Nitrosomonas_eutropha_C91_",2499,34353,335283
"751","Psychrobacter_cryohalolentis_K5_",2511,34709,335284
"752","Syntrophomonas_wolfei_subsp._wolfei_str._Goettingen_G311_",2504,30571,335541
"753","Syntrophobacter_fumaroxidans_MPOB_",4064,54353,335543
"754","Bradyrhizobium_sp._S23321_",6898,105806,335659
"755","Candidatus_Pelagibacter_ubique_HTCC1062_",1354,18777,335992
"756","Rickettsia_bellii_RML369-C_",1429,18297,336407
"757","Gordonia_sp._KTR9_",4917,74422,337191
"758","Pelobacter_carbinolicus_DSM_2380_",3304,43205,338963
"759","Pelobacter_propionicus_DSM_2379_",3771,54155,338966
"760","Rhodoferax_ferrireducens_T118_",4418,70282,338969
"761","Burkholderia_ambifaria_AMMD_",6610,82445,339670
"762","Actinobacillus_succinogenes_130Z_",2079,26923,339671
"763","Thermoanaerobacter_pseudethanolicus_ATCC_33223_",2243,31111,340099
"764","Chlorobium_chlorochromatii_CaD3_",2002,23477,340177
"765","Burkholderia_oklahomensis_",6264,91314,342113
"766","Staphylococcus_saprophyticus_subsp._saprophyticus_ATCC_15305_",2490,34305,342451
"767","Pseudoalteromonas_atlantica_T6c_",4281,63161,342610
"768","Sodalis_glossinidius_str._'morsitans'_",2455,36442,343509
"769","Planctomyces_maris_DSM_8797_",6480,102505,344747
"770","Vibrio_cholerae_O395_",3934,58358,345073
"771","Bacillus_coagulans_36D1_",3290,40685,345219
"772","Kutzneria_sp._744_",10200,180503,345341
"773","Mycoplasma_hominis_ATCC_23114_",536,9553,347256
"774","Rhizobium_etli_CFN_42_",4267,55401,347834
"775","Rhizobium_sp._LPU83_",4310,44446,348824
"776","Rhodobacter_sphaeroides_ATCC_17025_",3220,55930,349102
"777","Psychrobacter_sp._PRwf-1_",2384,26221,349106
"778","Lactobacillus_reuteri_100-23_",2181,35353,349123
"779","Halorhodospira_halophila_SL1_",2407,38251,349124
"780","Desulfotomaculum_reducens_MI-1_",3276,45924,349161
"781","Acidiphilium_cryptum_JF-5_",3095,42201,349163
"782","Leuconostoc_citreum_KM20_",1715,20513,349519
"783","Paenibacillus_polymyxa_E681_",4805,59511,349520
"784","Hahella_chejuensis_KCTC_2396_",6778,96498,349521
"785","Akkermansia_muciniphila_ATCC_BAA-835_",2138,21986,349741
"786","Yersinia_intermedia_ATCC_29909_",4122,49991,349965
"787","Yersinia_frederiksenii_ATCC_33641_",4363,74235,349966
"788","Mycobacterium_gilvum_PYR-GCK_",5265,75546,350054
"789","Mycobacterium_vanbaalenii_PYR-1_",5979,84944,350058
"790","Alkaliphilus_oremlandii_OhILAs_",2836,37169,350688
"791","Roseobacter_sp._AzwK-3b_",4142,72021,351016
"792","Marinobacter_hydrocarbonoclasticus_VT8_",4071,57923,351348
"793","Acidothermus_cellulolyticus_11B_",2157,27832,351607
"794","Caldicellulosiruptor_saccharolyticus_DSM_8903_",2682,32855,351627
"795","Pseudomonas_putida_F1_",5250,86865,351746
"796","Pyramidobacter_piscolens_W5455_",2756,31676,352165
"797","Lactobacillus_delbrueckii_subsp._bulgaricus_2038_",1792,20543,353496
"798","Campylobacter_jejuni_subsp._jejuni_81-176_",1706,31380,354242
"799","Bifidobacterium_tsurumiense_",1629,22564,356829
"800","Micromonospora_chokoriensis_",6191,91895,356851
"801","Orientia_tsutsugamushi_str._Boryong_",1182,13823,357244
"802","Bacteroides_dorei_",4519,60427,357276
"803","Psychromonas_ingrahamii_37_",3545,47682,357804
"804","Roseiflexus_sp._RS-1_",4517,85782,357808
"805","Lachnoclostridium_phytofermentans_ISDg_",3902,44667,357809
"806","Acidovorax_sp._KKS102_",4742,57517,358220
