Species,Proteins,ID
Lachnospiraceae_bacterium_3_1_46FAA_,2940,665950
Bacillus_smithii_7_3_47FAA_,3294,665952
Subdoligranulum_sp._4_3_54A2FAA_,4105,665956
Bacillus_sp._2_A_57_CT2_,5773,665959
Planktomarina_temperata_RCA23_,3033,666509
Methylotenera_versatilis_301_,2764,666681
Afipia_sp._1NLS2_,3823,666684
Rhodanobacter_denitrificans_,3824,666685
Bacillus_sp._1NLA3E_,4410,666686
Thermodesulfatator_indicus_DSM_15286_,2195,667014
Bacteroides_salanitronis_DSM_18170_,3577,667015
Edwardsiella_tarda_ATCC_15947_=_NBRC_105688_,3257,667121
Burkholderia_sp._JPY347_,5509,667632
Mannheimia_haemolytica_serotype_A2_str._BOVINE_,2552,669262
Candidatus_Profftella_armatura_,366,669502
Microvirga_aerilata_,4632,670292
Hyphomicrobium_denitrificans_1NES1_,3842,670307
Oceanithermus_profundus_DSM_14977_,2373,670487
Candidatus_Methylomirabilis_oxyfera_,3068,671143
Candidatus_Babela_massiliensis_,979,673862
Vibrio_alginolyticus_40B_,4337,674977
Pseudonocardia_dioxanivorans_CB1190_,6667,675635
Vibrio_mimicus_MB451_,3772,675806
Grimontia_hollisae_CIP_101886_,3567,675812
Vibrio_metschnikovii_CIP_69.14_,3057,675813
Vibrio_coralliilyticus_ATCC_BAA-450_,5022,675814
Vibrio_sp._RC586_,3533,675815
Vibrio_orientalis_CIP_102891_=_ATCC_33934_,4169,675816
Photobacterium_damselae_subsp._damselae_CIP_102761_,3528,675817
Francisella_cf._tularensis_subsp._novicida_3523_,1854,676032
Prevotella_timonensis_CRIS_5C-B1_,2202,679189
Prevotella_buccalis_ATCC_35310_,2456,679190
Prevotella_amnii_CRIS_21A-A_,2023,679191
Bulleidia_extructa_W1219_,1415,679192
Segniliparus_rugosus_ATCC_BAA-974_,3502,679197
Alloprevotella_rava_F0323_,2012,679199
Johnsonella_ignava_ATCC_51276_,2308,679200
Selenomonas_infelix_ATCC_43532_,2160,679201
Helicobacter_mustelae_12198_,1400,679897
Alistipes_finegoldii_DSM_17242_,3110,679935
Bacteroides_coprosuis_DSM_18011_,2393,679937
Streptomyces_scabiei_87.22_,8746,680198
Rothia_mucilaginosa_DY-18_,1992,680646
Granulicella_mallensis_MP5ACTX8_,4815,682795
Campylobacter_jejuni_subsp._jejuni_414_,1800,683083
Listeria_seeligeri_serovar_1/2b_str._SLCC3954_,2710,683837
alpha_proteobacterium_HIMB114_,1321,684719
Deinococcus_sp._2009_,3644,684949
Citromicrobium_bathyomarinum_JL354_,3110,685035
Rhodococcus_equi_103S_,4512,685727
Sphingomonas_sp._PR090111-T3T-6A_,3600,685778
Bartonella_rochalimae_ATCC_BAA-1498_,1298,685782
Methylomicrobium_album_BG8_,3794,686340
Pseudomonas_sp._S9_,4363,686578
Comamonas_testosteroni_CNB-2_,4802,688245
Prevotella_multisaccharivorax_DSM_17128_,2710,688246
Thermotoga_thermarum_DSM_5069_,1945,688269
Cellulophaga_algicola_DSM_14237_,4163,688270
Oribacterium_sp._NK2B42_,3228,689781
Rhizobium_vignae_,5804,690585
Pseudomonas_fluorescens_NZ007_,5421,690597
Desulfovibrio_africanus_str._Walvis_Bay_,3725,690850
Enterobacteriaceae_bacterium_strain_FGI_57_,4323,693444
Oscillibacter_valericigenes_Sjm18-20_,4723,693746
Deinococcus_proteolyticus_MRP_,2084,693977
Bacteroides_helcogenes_P_36-108_,3244,693979
Methylobacterium_oryzae_CBMB20_,6274,693986
Paludibacter_propionicigenes_WB4_,3020,694427
Desulfurella_acetivorans_A63_,1833,694431
Aggregatibacter_actinomycetemcomitans_D7S-1_,2255,694569
Bartonella_clarridgeiae_73_,1328,696125
Desulfotomaculum_ruminis_DSM_2154_,3796,696281
Desulfotomaculum_nigrificans_DSM_574_,2939,696369
Arthrospira_platensis_NIES-39_,6630,696747
Actinobacillus_suis_H91-0380_,2248,696748
Mahella_australiensis_50-1_BON_,2870,697281
Methylobacter_tundripaludum_SV96_,4241,697282
Paenibacillus_larvae_subsp._larvae_DSM_25430_,3902,697284
Thermoanaerobacter_wiegelii_Rt8.B1_,2522,697303
Ruminococcus_albus_7_=_DSM_20455_,3556,697329
Staphylococcus_lugdunensis_HKU09-01_,2489,698737
Amphibacillus_xylanus_NBRC_15112_,2411,698758
Rhizobium_tropici_CIAT_899_,3670,698761
Virgibacillus_alimentarius_,3147,698769
Gardnerella_vaginalis_6119V5_,1172,698961
Corynebacterium_diphtheriae_PW8_,2322,698964
Megasphaera_genomosp._type_1_str._28L_,1610,699218
Clostridiales_genomosp._BVAB3_str._UPII9-5_,1567,699246
Streptococcus_ratti_FA-1_=_DSM_20564_,2038,699248
Coriobacterium_glomerans_PW2_,1768,700015
Mycobacterium_neoaurum_VKM_Ac-1815D_,4664,700508
Niastella_koreensis_GR20-10_,7174,700598
Vibrio_sp._N418_,4031,701176
Enterobacter_lignolyticus_SCF1_,4399,701347
Pediococcus_claussenii_ATCC_BAA-344_,1761,701521
Novosphingobium_sp._PP1Y_,4430,702113
Selenomonas_noxia_F0398_,1987,702437
Prevotella_oulorum_F0390_,2488,702438
Turicibacter_sanguinis_PC909_,2781,702450
Bifidobacterium_bifidum_PRL2010_,1707,702459
Pantoea_ananatis_LMG_20103_,4241,706191
Solobacterium_moorei_F0204_,2035,706433
Megasphaera_micronuciformis_F0359_,1774,706434
Capnocytophaga_sp._oral_taxon_329_str._F0087_,2525,706436
Streptococcus_anginosus_F0211_,2035,706437
Actinomyces_sp._oral_taxon_171_str._F0337_,3149,706439
Desulfomonile_tiedjei_DSM_6799_,5469,706587
Mycoplasma_gallisepticum_str._F_,756,708616
Sulfuricurvum_kujiense_DSM_16994_,2650,709032
Bradyrhizobiaceae_bacterium_SG-6C_,4236,709797
Deinococcus_maricopensis_DSM_21211_,3264,709986
Odoribacter_splanchnicus_DSM_20712_,3497,709991
Frankia_sp._QA3_,6033,710111
Helicobacter_suis_HS1_,1161,710393
Mycobacterium_chubuense_NBB4_,5181,710421
Mycobacterium_rhodesiae_NBB3_,6147,710685
Mycobacterium_smegmatis_JS623_,6186,710686
Mycobacterium_tusciae_JS617_,6642,710687
Intrasporangium_calvum_DSM_43043_,3563,710696
Streptomyces_sp._GXT6_,6222,711393
Pantoea_vagans_C9-1_,3826,712898
Thioalkalivibrio_thiocyanodenitrificans_ARhD_1_,3385,713586
Thioalkalivibrio_thiocyanoxidans_ARh_4_,3418,713587
Lactobacillus_iners_AB-1_,1194,713605
Leucobacter_chromiiresistens_JG_31_,2818,714083
Lactobacillus_sanfranciscensis_TMW_1.1304_,1269,714313
Mucilaginibacter_paludis_DSM_18603_,7006,714943
Lysinibacillus_fusiformis_ZC1_,4729,714961
Asticcacaulis_biprosthecum_C19_,4712,715226
Alteromonas_sp._SN2_,4371,715451
Enterobacter_cloacae_subsp._cloacae_ATCC_13047_,5394,716541
Waddlia_chondrophila_WSU_86-1044_,1956,716544
Ensifer_sojae_CCBAU_05684_,5443,716928
Flexistipes_sinusarabici_DSM_4947_,2261,717231
Thermobacillus_composti_KWC4_,3858,717605
Paenibacillus_curdlanolyticus_YK9_,4824,717606
Thioalkalimicrobium_aerophilum_AL3_,2071,717772
Thioalkalimicrobium_cyclicum_ALM1_,1665,717773
Marinomonas_mediterranea_MMB-1_,4121,717774
Hyphomicrobium_sp._MC1_,4891,717785
Faecalibacterium_prausnitzii_L2-6_,2750,718252
[Clostridium]_clariflavum_DSM_19732_,3892,720554
Bacillus_atrophaeus_1942_,4186,720555
Pseudoalteromonas_haloplanktis_ANT/505_,4127,722419
Mycoplasma_pneumoniae_FH_,629,722438
Idiomarina_xiamenensis_10-D-4_,2673,740709
Rahnella_sp._Y9602_,4987,741091
Achromobacter_piechaudii_ATCC_43553_,5755,742159
Collinsella_sp._4_8_47FAA_,2041,742722
Lachnospiraceae_bacterium_2_1_46FAA_,2078,742723
Alistipes_indistinctus_YIT_12060_,2348,742725
Barnesiella_intestinihominis_YIT_11860_,2813,742726
Bacteroides_oleiciplenus_YIT_12058_,5530,742727
[Clostridium]_citroniae_WAL-17108_,6079,742733
[Clostridium]_clostridioforme_2_1_49FAA_,5256,742735
Clostridium_orbiscindens_1_3_50AFAA_,4335,742738
[Clostridium]_symbiosum_WAL-14163_,4688,742740
[Clostridium]_symbiosum_WAL-14673_,4194,742741
Collinsella_tanakaei_YIT_12063_,2212,742742
Dialister_succinatiphilus_YIT_11850_,2155,742743
Dorea_formicigenerans_4_6_53AFAA_,3840,742765
Dysgonomonas_gadei_ATCC_BAA-286_,4156,742766
Dysgonomonas_mossii_DSM_22836_,3429,742767
Odoribacter_laneus_YIT_12061_,3103,742817
Slackia_piriformis_YIT_12062_,1799,742818
Sutterella_wadsworthensis_3_1_45B_,2373,742821
Sutterella_wadsworthensis_2_1_59BFAA_,2369,742823
Acidithiobacillus_ferrivorans_SS3_,3093,743299
Thermus_scotoductus_SA-01_,2461,743525
Isoptericola_variabilis_225_,2881,743718
Paenibacillus_lactis_154_,6149,743719
Pseudomonas_fulva_12-X_,4461,743720
Pseudoxanthomonas_suwonensis_11-1_,3070,743721
Sphingobacterium_sp._21_,5169,743722
Methylocystis_sp._SB2_,3366,743836
Mycoplasma_putrefaciens_KS1_,650,743965
Mycoplasma_bovoculi_M165/69_,579,743966
Moraxella_bovoculi_237_,1897,743974
Treponema_caldaria_DSM_7334_,2789,744872
Ahrensia_sp._R2A130_,3624,744979
Roseibium_sp._TrichSKD4_,6117,744980
alpha_proteobacterium_HIMB59_,1493,744985
gamma_proteobacterium_HIMB55_,2470,745014
Rahnella_aquatilis_CIP_78.65_=_ATCC_33071_,4918,745277
Sphingomonas_sp._MM-1_,3853,745310
Gallaecimonas_xiamenensis_3-C-1_,3798,745411
Olleya_sp._VCSM12_,3191,745718
Deinococcus_gobiensis_I-0_,3236,745776
Aequorivita_sublithincola_DSM_14238_,3140,746697
Thermodesulfobium_narugense_DSM_14796_,1807,747365
Mycoplasma_alligatoris_A21JP2_,803,747682
Faecalibacterium_cf._prausnitzii_KLE1255_,3355,748224
Azoarcus_sp._KH32C_,5188,748247
Pseudogulbenkiania_sp._NH8B_,4015,748280
Halobacteroides_halobius_DSM_5150_,2468,748449
Thioalkalivibrio_sp._ALSr1_,2679,748658
Lactobacillus_crispatus_ST1_,2024,748671
Clostridium_ljungdahlii_DSM_13528_,4184,748727
Nitratifractor_salsuginis_DSM_16511_,2088,749222
Streptomyces_bingchenggensis_BCW-1_,10022,749414
Amycolatopsis_mediterranei_U32_,9228,749927
Thermus_oshimai_JL-2_,2111,751945
gamma_proteobacterium_HIMB30_,2200,751994
Treponema_phagedenis_F0421_,3146,754027
Mesorhizobium_australicum_WSM2073_,5792,754035
Propionibacterium_freudenreichii_subsp._shermanii_CIRM-BIA1_,2333,754252
Escherichia_sp._TW09308_,4320,754331
Photobacterium_aphoticum_,6976,754436
Methylophaga_nitratireducenticrescens_,3022,754476
Methylophaga_frappieri_,2635,754477
Cyanobacterium_aponinum_PCC_10605_,3431,755178
Clostridium_sp._BNL1100_,3920,755731
Fluviicola_taffensis_DSM_16823_,4033,755732
Microcoleus_vaginatus_FGP-2_,5134,756067
Planctomyces_brasiliensis_DSM_5305_,4750,756272
Desulfitobacterium_dehalogenans_ATCC_51507_,4011,756499
Herbaspirillum_seropedicae_SmR1_,4735,757424
Ketogulonicigenium_vulgare_WSH-001_,2596,759362
Streptococcus_dysgalactiae_subsp._equisimilis_AC-2713_,2214,759913
Brachyspira_pilosicoli_95/1000_,2301,759914
Sphaerochaeta_coccoides_DSM_17374_,1822,760011
Massilia_consociata_,4053,760117
Hippea_maritima_DSM_10411_,1677,760142
Sulfurospirillum_barnesii_SES-3_,2491,760154
Haliscomenobacter_hydrossis_DSM_1100_,6523,760192
Desulfotomaculum_kuznetsovii_DSM_6115_,3398,760568
Runella_slithyformis_DSM_19594_,5566,761193
Leuconostoc_kimchii_IMSNU_11154_,2063,762051
Bifidobacterium_stellenboschense_,2202,762211
Achromobacter_xylosoxidans_A8_,6711,762376
Leuconostoc_gasicomitatum_LMG_18811_,1913,762550
Pedobacter_saltans_DSM_12145_,3792,762903
Rothia_dentocariosa_ATCC_17931_,2217,762948
Actinomyces_sp._oral_taxon_170_str._F0386_,3042,762963
Parasutterella_excrementihominis_YIT_11859_,2751,762966
Paraprevotella_clara_YIT_11840_,4010,762968
Paraprevotella_xylaniphila_YIT_11841_,3442,762982
Succinatimonas_hippei_YIT_12066_,2169,762983
Bacteroides_clarus_YIT_12056_,3272,762984
Bacteroides_fluxus_YIT_12057_,3921,763034
Streptococcus_urinalis_2285-97_,2207,764291
Streptococcus_macacae_NCTC_11558_,1871,764298
Streptococcus_ictaluri_707-05_,2473,764299
Propionibacterium_[acnes]_HL037PA2_,2859,765123
Oscillochloris_trichoides_DG-6_,3231,765420
Mesorhizobium_ciceri_biovar_biserrulae_WSM1271_,6264,765698
Bdellovibrio_bacteriovorus_W_,2871,765869
Marichromatium_purpuratum_984_,3256,765910
Thiocystis_violascens_DSM_198_,4330,765911
Thioflavicoccus_mobilis_8321_,3480,765912
Thiorhodococcus_drewsii_AZ1_,4733,765913
Thiorhodospira_sibirica_ATCC_700588_,2959,765914
Parachlamydia_acanthamoebae_UV-7_,2782,765952
Citreicella_sp._357_,4573,766499
Propionibacterium_propionicum_F0230a_,2938,767029
Prevotella_denticola_F0289_,2386,767031
Frateuria_aurantia_DSM_6220_,3101,767434
Desulfotomaculum_gibsoniae_DSM_7213_,4352,767817
Halomonas_elongata_DSM_2581_,3471,768066
Enterococcus_hirae_ATCC_9790_,2755,768486
Calditerrivibrio_nitroreducens_DSM_19672_,2100,768670
Thiocapsa_marina_5811_,4924,768671
Desulfosporosinus_meridiei_DSM_13257_,4352,768704
Desulfosporosinus_orientis_DSM_765_,5242,768706
Desulfosporosinus_youngiae_DSM_17734_,5138,768710
Streptococcus_mitis_bv._2_str._F0392_,1861,768726
Fervidobacterium_pennivorans_DSM_9078_,1947,771875
Sinorhizobium_sp._CCBAU_05631_,5695,794846
Opitutaceae_bacterium_TAV5_,6071,794903
Thermodesulfobacterium_geofontis_OPF15_,1596,795359
Ralstonia_sp._PBA_,3513,795666
Nesterenkonia_sp._F_,2487,795955
Bacillus_methanolicus_MGA3_,3252,796606
Vibrio_caribbeanicus_ATCC_BAA-2122_,4023,796620
Peptostreptococcaceae_bacterium_CM5_,2325,796940
Stomatobaculum_longum_,2071,796942
Oribacterium_parvum_ACB8_,2241,796945
Lactobacillus_parafarraginis_F0439_,3183,797515
Spiroplasma_mirum_ATCC_29335_,1384,838561
Micavibrio_aeruginosavorus_ARL-13_,2432,856793
Methylomonas_methanica_MC09_,4494,857087
Scardovia_wiggsiae_F0424_,1243,857290
Caloramator_australicus_RC3_,2725,857293
Moraxella_catarrhalis_O35E_,1719,857571
Thermoanaerobacterium_xylanolyticum_LX-11_,2345,858215
Corynebacterium_variabile_DSM_44702_,3039,858619
Mycoplasma_haemofelis_Ohio2_,1524,859194
alpha_proteobacterium_HIMB5_,1431,859653
Ralstonia_solanacearum_PSI07_,4975,859657
Capnocytophaga_canimorsus_Cc5_,2405,860228
Agrobacterium_sp._H13-3_,5345,861208
Gemmatimonadetes_bacterium_KBS708_,5344,861299
Arthrobacter_arilaitensis_Re117_,3423,861360
Anaeroglobus_geminatus_F0357_,2148,861450
Fusobacterium_sp._oral_taxon_370_str._F0437_,2274,861452
Lachnospiraceae_bacterium_oral_taxon_082_str._F0431_,3119,861454
Streptococcus_sp._oral_taxon_058_str._F0407_,1876,861455
Staphylococcus_sp._AL1_,2579,861530
Pediococcus_acidilactici_DSM_20284_,1884,862514
Prevotella_marshii_DSM_16973_=_JCM_13450_,2335,862515
Peptoniphilus_duerdenii_ATCC_BAA-1640_,1988,862517
Streptomyces_sp._SirexAA-E_,6357,862751
Bacteriovorax_marinus_SJ_,3231,862908
Haemophilus_parainfluenzae_T3T1_,1981,862965
Streptococcus_intermedius_B196_,1814,862967
Streptococcus_constellatus_subsp._pharyngis_C1050_,1797,862969
Streptococcus_anginosus_C1051_,1729,862970
Streptococcus_anginosus_C238_,1970,862971
Corynebacterium_nuruki_S6-4_,2760,863239
Xanthomonas_hortorum_pv._carotae_str._M081_,4378,863365
Burkholderiales_bacterium_JOSHI_001_,4908,864051
Microvirga_lotononidis_,6952,864069
Herbaspirillum_frisingense_GSF30_,4871,864073
Selenomonas_sp._oral_taxon_149_str._67H29BP_,2407,864563
Parascardovia_denticolens_DSM_10105_=_JCM_12538_,1680,864564
[Eubacterium]_yurii_subsp._margaretiae_ATCC_43715_,2134,864565
Streptococcus_mitis_ATCC_6249_,1793,864567
Streptococcus_sp._oral_taxon_071_str._73H25AP_,1924,864570
Oscillatoriales_cyanobacterium_JSC-12_,4780,864702
Clostridium_ultunense_DSM_10521_,3178,865861
Gillisia_limnaea_DSM_15749_,3434,865937
Weeksella_virosa_DSM_16922_,2049,865938
Belliella_baltica_DSM_15883_,3680,866536
Prevotella_disiens_FB035-09AN_,2621,866771
Atopobium_vaginae_PB189-T1-4_,1217,866774
Aerococcus_urinae_ACS-120-V-Col10a_,1726,866775
Veillonella_atypica_ACS-049-V-Sch6_,1840,866776
Halobacillus_halophilus_DSM_2266_,4104,866895
Chloroflexus_sp._Y-396-1_,3740,867845
Cellulophaga_lytica_DSM_7489_,3284,867900
Ornithobacterium_rhinotracheale_DSM_15997_,2267,867902
Thermaerobacter_subterraneus_DSM_13965_,2313,867903
Desulfotomaculum_carboxydivorans_CO-1-SRB_,2657,868595
Desulfurobacterium_thermolithotrophum_DSM_11699_,1509,868864
Treponema_succinifaciens_DSM_2489_,2608,869209
Marinithermus_hydrothermalis_DSM_14884_,2205,869210
Cytophaga_fermentans_DSM_9555_=_JCM_21142_,4664,869213
Thiothrix_nivea_DSM_5205_,4329,870187
Vibrio_scophthalmi_LMG_19158_,4590,870967
Acinetobacter_calcoaceticus_PHEA-2_,3599,871585
Desulfitobacterium_dichloroeliminans_LMG_P-21439_,3340,871963
Desulfitobacterium_metallireducens_DSM_15288_,3046,871968
Streptococcus_parauberis_NCFD_2020_,2146,873447
Streptococcus_porcinus_str._Jelinkova_176_,1956,873448
Streptococcus_criceti_HS-6_,2282,873449
Prevotella_buccae_ATCC_33574_,2896,873513
Capnocytophaga_ochracea_F0287_,2333,873517
Prevotella_oralis_ATCC_33269_,2488,873533
Mycobacterium_sp._JDM601_,4346,875328
Peptoniphilus_rhinitidis_1-13_,1849,875454
gamma_proteobacterium_IMCC3088_,2855,876044
Methyloferula_stellata_AR4_,3747,876269
Ruminococcus_sp._NK3A76_,3058,877411
Clostridiales_bacterium_NK3B98_,2516,877414
Erysipelotrichaceae_bacterium_NK3D112_,2744,877415
Treponema_bryantii_NK4A124_,2828,877418
Lachnospiraceae_bacterium_NK4A136_,2448,877420
Lachnospiraceae_bacterium_NK4A144_,3616,877421
Lachnospiraceae_bacterium_NK4A179_,2847,877424
Desulfobacter_postgatei_2ac9_,3440,879212
Porphyromonas_asaccharolytica_DSM_20707_,1699,879243
Anaerococcus_prevotii_ACS-065-V-Col13_,1635,879305
Peptoniphilus_sp._oral_taxon_375_str._F0436_,2157,879308
Veillonella_sp._oral_taxon_158_str._F0412_,2000,879309
Selenomonas_sp._oral_taxon_137_str._F0430_,2395,879310
Cyclobacterium_marinum_DSM_745_,5000,880070
Flexibacter_litoralis_DSM_6794_,3878,880071
Desulfobacca_acetoxidans_DSM_11109_,2866,880072
Caldithrix_abyssi_DSM_13497_,3750,880073
Barnesiella_viscericola_DSM_18177_,2512,880074
Mycoplasma_leachii_PG50_,882,880447
Rikenella_microfusus_DSM_15922_,1911,880526
Listeria_ivanovii_subsp._ivanovii_PAM_55_,2650,881621
Saccharomonospora_cyanea_NA-134_,5046,882082
Saccharomonospora_marina_XMU15_,5578,882083
Saccharomonospora_xinjiangensis_XJ-54_,4310,882086
Burkholderia_rhizoxinica_HKI_454_,3667,882378
Actinobaculum_massiliae_ACS-171-V-Col2_,1697,883066
Actinobaculum_schaalii_FB123-CNA-2_,1730,883067
Actinomyces_europaeus_ACS-120-V-Col10b_,1670,883069
Actinomyces_turicensis_ACS-279-V-Col4_,1717,883077
Afipia_broomeae_ATCC_49717_,5042,883078
Afipia_felis_ATCC_53690_,4046,883080
Alloiococcus_otitis_ATCC_51267_,1630,883081
Bergeyella_zoohelcum_ATCC_43767_,2138,883096
Dolosigranulum_pigrum_ATCC_51524_,1692,883103
Eubacterium_infirmum_F0142_,1765,883109
Facklamia_hominis_ACS-120-V-Sch10_,1775,883110
Facklamia_ignava_CCUG_37419_,1643,883112
Facklamia_languida_CCUG_37842_,1528,883113
Helcococcus_kunzii_ATCC_51366_,1882,883114
Massilia_timonae_CCUG_45783_,5236,883126
Veillonella_ratti_ACS-216-V-Col6b_,2126,883156
Prevotella_micans_F0438_,2064,883158
Streptococcus_urinalis_FB127-CNA-2_,2203,883168
Turicella_otitidis_ATCC_51513_,1846,883169
Jonquetella_anthropi_DSM_22815_,1509,885272
Singulisphaera_acidiphila_DSM_18658_,7166,886293
Muricauda_ruestringensis_DSM_13258_,3432,886377
Anaerophaga_thermohalophila_DSM_12881_,3386,886379
Paenibacillus_polymyxa_SC2_,6033,886882
Hylemonella_gracilis_ATCC_19624_,3342,887062
Lachnoanaerobaculum_saburreum_DSM_3986_,2954,887325
Kingella_kingae_ATCC_23330_,2102,887327
Lautropia_mirabilis_ATCC_51599_,2666,887898
Pseudoramibacter_alactolyticus_ATCC_23263_,2515,887929
Streptococcus_parasanguinis_ATCC_903_,2080,888048
Streptococcus_oralis_ATCC_49296_,2013,888049
Actinomyces_cardiffensis_F0333_,1983,888050
Actinomyces_sp._oral_taxon_180_str._F0310_,2070,888052
Leptotrichia_wadei_F0279_,2277,888055
Actinomyces_sp._oral_taxon_448_str._F0400_,2518,888056
Capnocytophaga_sp._oral_taxon_338_str._F0234_,2445,888059
Centipeda_periodontii_DSM_2778_,2631,888060
Dialister_micraerophilus_DSM_19965_,1243,888062
Enterococcus_italicus_DSM_15952_,2404,888064
Actinomyces_neuii_BVS029A5_,1935,888439
Eubacterium_sulci_ATCC_35585_,1587,888727
Prevotella_multiformis_DSM_16608_,2884,888743
Streptococcus_peroris_ATCC_700780_,1638,888746
Streptococcus_sanguinis_SK49_,2272,888808
Streptococcus_sanguinis_SK355_,2320,888816
Streptococcus_sanguinis_SK1057_,2322,888821
Prevotella_salivae_DSM_15606_,2939,888832
Streptococcus_australis_ATCC_700641_,2030,888833
Streptococcus_cristatus_ATCC_51100_,1967,889201
Streptococcus_infantis_ATCC_700779_,1928,889204
Spirochaeta_africana_DSM_8902_,2782,889378
Lactobacillus_acidophilus_30SC_,2053,891391
Anaerobaculum_mobile_DSM_13181_,2017,891968
Plautia_stali_symbiont_,5148,891974
Candidatus_Moranella_endobia_PCIT_,406,903503
Eubacterium_limosum_KIST612_,4571,903814
Holophaga_foetida_DSM_6591_,3454,903818
Gardnerella_vaginalis_101_,1157,904144
Streptococcus_downei_F0415_,2204,904293
Streptococcus_sp._oral_taxon_056_str._F0418_,1963,904294
Oribacterium_sp._oral_taxon_108_str._F0425_,2342,904296
Streptococcus_vestibularis_F0396_,1979,904306
Staphylococcus_pettenkoferi_VCU012_,2345,904314
Nonlabens_ulvanivorans_,3731,906888
Treponema_brennaborense_DSM_12168_,2531,906968
Helicobacter_pylori_SouthAfrica7_,1543,907239
Treponema_saccharophilum_DSM_2985_,2838,907348
Leuconostoc_fallax_KCTC_3537_,1860,907931
Eremococcus_coleocola_ACS-139-V-Col8_,1720,908337
Peptoniphilus_harei_ACS-146-V-Sch2b_,1724,908338
Lactobacillus_oris_PB013-T2-3_,2038,908339
Clostridium_sp._HGF2_,4200,908340
Alistipes_sp._HGB5_,2955,908612
Prevotella_dentalis_DSM_3688_,2533,908937
Actinokineospora_sp._EG49_,6629,909613
Syntrophorhabdus_aromaticivorans_UI_,3487,909663
SAR116_cluster_alpha_proteobacterium_HIMB100_,2334,909943
Streptococcus_pseudoporcinus_SPIN_20026_,2030,910313
Dialister_microaerophilus_UPII_345-E_,1310,910314
Ewingella_americana_ATCC_33852_,4397,910964
Leclercia_adecarboxylata_ATCC_23216_=_NBRC_102595_,4629,911008
Pseudovibrio_sp._FO-BEG1_,5468,911045
Weissella_cibaria_KACC_11862_,2100,911104
Pseudomonas_sp._CF149_,4731,911239
Lysobacter_arseniciresistens_ZS79_,2363,913325
Lactobacillus_coryniformis_subsp._coryniformis_KCTC_3167_=_DSM_20001_,2718,913848
Desulfosporosinus_sp._OT_,6209,913865
Sediminibacterium_sp._OR53_,3041,925409
Xanthomonas_vesicatoria_ATCC_35937_,4927,925775
Adhaeribacter_aquaticus_DSM_16391_,4165,926549
Caldilinea_aerophila_DSM_14535_=_NBRC_104270_,4119,926550
Capnocytophaga_cynodegmi_DSM_19736_,2360,926551
Deinococcus_pimensis_DSM_21231_,5186,926554
Echinicola_vietnamensis_DSM_17526_,4547,926556
Joostella_marina_DSM_19592_,3858,926559
Meiothermus_chliarophilus_DSM_9957_,4319,926560
