Species,Proteins,ID
Beutenbergia_cavernae_DSM_12333_,4197,471853
Dyadobacter_fermentans_DSM_18053_,5719,471854
Slackia_heliotrinireducens_DSM_20476_,2765,471855
Jonesia_denitrificans_DSM_20603_,2511,471856
Saccharomonospora_viridis_DSM_43017_,3828,471857
Bacteroides_intestinalis_DSM_17393_,4911,471870
Providencia_stuartii_ATCC_25827_,4737,471874
Ruminococcus_lactaris_ATCC_29176_,2750,471875
Proteus_penneri_ATCC_35198_,4909,471881
Nitratireductor_basaltis_,3450,472175
Nitrosococcus_halophilus_Nc_4_,3817,472759
Blautia_hydrogenotrophica_DSM_10507_,3869,476272
Achromobacter_arsenitoxydans_SY8_,5722,477184
Pseudomonas_stutzeri_TS44_,4000,477228
Modestobacter_marinus_,5446,477641
Candidatus_Desulforudis_audaxviator_MP104C_,2157,477974
Verrucomicrobia_bacterium_LP2A_,2234,478741
Marvinbryantia_formatexigens_DSM_14469_,4896,478749
Kytococcus_sedentarius_DSM_20547_,2554,478801
Nakamurella_multipartita_DSM_44233_,5240,479431
Streptosporangium_roseum_DSM_43021_,8975,479432
Catenulispora_acidiphila_DSM_44928_,8914,479433
Sphaerobacter_thermophilus_DSM_20745_,3485,479434
Kribbella_flavida_DSM_17836_,6943,479435
Veillonella_parvula_DSM_2008_,1844,479436
Eggerthella_lenta_DSM_2243_,3070,479437
Methylacidiphilum_infernorum_V4_,2472,481448
Escherichia_coli_ATCC_8739_,4200,481805
Streptococcus_canis_FSL_Z3-227_,2212,482234
Bacteroides_finegoldii_DSM_17565_,4485,483215
Bacteroides_eggerthii_DSM_20697_,3711,483216
[Bacteroides]_pectinophilus_ATCC_43243_,3246,483218
Myxococcus_fulvus_HW-1_,7284,483219
Bacteroides_plebeius_DSM_17135_,3933,484018
Thermosipho_africanus_TCF52B_,1956,484019
Francisella_philomiragia_subsp._philomiragia_ATCC_25017_,1915,484022
Pelosinus_sp._UFO1_,4759,484770
Ktedonobacter_racemifer_DSM_44963_,11453,485913
Desulfohalobium_retbaense_DSM_5692_,2526,485915
Desulfotomaculum_acetoxidans_DSM_771_,4068,485916
Pedobacter_heparinus_DSM_2366_,4252,485917
Chitinophaga_pinensis_DSM_2588_,7192,485918
Acinetobacter_soli_,3034,487316
Mycobacterium_intracellulare_ATCC_13950_,5144,487521
Flavobacteria_bacterium_MS024-2A_,1772,487796
Candidatus_Puniceispirillum_marinum_IMCC1322_,2546,488538
Neisseria_lactamica_020-06_,1972,489653
Moorea_producens_3L_,7440,489825
Chryseobacterium_hispalense_DSM_25574_,3936,491205
Anoxybacillus_flavithermus_WK1_,2832,491915
Rhizobium_etli_CIAT_652_,5319,491916
Marinomonas_posidonica_IVIA-Po-181_,3491,491952
Rhizobium_alamii_,6802,492774
Glaciecola_arctica_BSs20135_,5333,493475
Psychrobacter_sp._TB15_,2562,494416
Arthrobacter_sp._TB_23_,3322,494419
Mycoplasma_fermentans_PG18_,893,496833
Thauera_sp._63_,4008,497321
Chthoniobacter_flavus_Ellin428_,6716,497964
Cyanothece_sp._PCC_7822_,5450,497965
Cellvibrio_japonicus_Ueda107_,3754,498211
Borrelia_spielmanii_A14S_,819,498742
Heliobacterium_modesticaldum_Ice1_,3000,498761
Thermus_aquaticus_Y51MC23_,2539,498848
Streptomyces_avicenniae_,5842,500153
Tyzzerella_nexilis_DSM_1787_,4239,500632
[Clostridium]_hiranonis_DSM_13275_,2271,500633
Mitsuokella_multacida_DSM_20544_,2558,500635
Providencia_rustigianii_DSM_4541_,3969,500637
Citrobacter_youngae_ATCC_29220_,5278,500640
Citreicella_sp._SE45_,5030,501479
Haliangium_ochraceum_DSM_14365_,6719,502025
Escherichia_albertii_TW07627_,4386,502347
Eggerthella_sp._YY7918_,2680,502558
Spirosoma_linguale_DSM_74_,6534,504472
Corynebacterium_urealyticum_DSM_7109_,2021,504474
Jejuia_pallidilutea_,4232,504487
Meiothermus_ruber_DSM_1279_,3056,504728
Oligotropha_carboxidovorans_OM5_,3722,504832
Rheinheimera_sp._A13L_,3942,506534
Caulobacter_segnis_ATCC_21756_,4139,509190
Acetivibrio_cellulolyticus_CD2_,5194,509191
Pedobacter_sp._V48_,5849,509635
Caldisericum_exile_AZM16c01_,1582,511051
Oceanimonas_sp._GK1_,3217,511062
Escherichia_coli_str._K-12_substr._MG1655_,4127,511145
Lactobacillus_buchneri_NRRL_B-30929_,2360,511437
Butyrivibrio_crossotus_DSM_2876_,2529,511680
Candidatus_Azobacteroides_pseudotrichonymphae_genomovar._CFP2_,762,511995
Mycoplasma_crocodyli_MP145_,689,512564
Actinoplanes_missouriensis_431_,8125,512565
Candidatus_Riesia_pediculicola_USDA_,555,515618
[Eubacterium]_eligens_ATCC_27750_,2668,515620
Butyrivibrio_proteoclasticus_B316_,3387,515622
Dictyoglomus_turgidum_DSM_6724_,1744,515635
Chlorobaculum_parvum_NCIB_8327_,2043,517417
Chloroherpeton_thalassium_ATCC_35110_,2710,517418
Pantoea_sp._aB_,4491,517433
Citromicrobium_sp._JLT1363_,2882,517722
Bifidobacterium_angulatum_DSM_20098_=_JCM_7096_,1748,518635
Holdemanella_biformis_DSM_3989_,2529,518637
Rhodothermus_marinus_DSM_4252_,2863,518766
Streptobacillus_moniliformis_DSM_12112_,1442,519441
Ectothiorhodospira_sp._PHS-1_,2791,519989
Acinetobacter_sp._NIPH_973_,4051,520709
Providencia_alcalifaciens_DSM_30120_,4022,520999
Providencia_rettgeri_DSM_1131_,4754,521000
Collinsella_intestinalis_DSM_13280_,1784,521003
Borrelia_bissettii_DN127_,843,521010
Kosmotoga_olearia_TBF_19.5.1_,2118,521045
Atopobium_parvulum_DSM_20469_,1353,521095
Tsukamurella_paurometabola_DSM_20162_,4242,521096
Capnocytophaga_ochracea_DSM_7271_,2171,521097
Alicyclobacillus_acidocaldarius_subsp._acidocaldarius_DSM_446_,2980,521098
Actinomyces_timonensis_DSM_23838_,2385,521393
Caldicellulosiruptor_bescii_DSM_6725_,2658,521460
Planctomyces_limnophilus_DSM_3776_,4258,521674
Pseudomonas_caeni_DSM_24390_,2701,521719
Candidatus_Accumulibacter_phosphatis_clade_IIA_str._UW-1_,4366,522306
Stenotrophomonas_maltophilia_K279a_,4386,522373
Denitrovibrio_acetiphilus_DSM_12809_,2964,522772
Kangiella_koreensis_DSM_16069_,2632,523791
Leptotrichia_buccalis_C-1013-b_,2220,523794
Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774_,2356,525146
Acinetobacter_sp._ATCC_27244_,3327,525244
Actinomyces_coleocanis_DSM_15436_,1546,525245
Actinomyces_urogenitalis_DSM_15434_,2403,525246
Anaerococcus_lactolyticus_ATCC_51172_,2253,525254
Anaerococcus_tetradius_ATCC_35098_,2079,525255
Atopobium_vaginae_DSM_15829_,1244,525256
Chryseobacterium_gleum_ATCC_35910_,5289,525257
Corynebacterium_accolens_ATCC_49725_,2333,525260
Corynebacterium_lipophiloflavum_DSM_44291_,2371,525263
Corynebacterium_pseudogenitalium_ATCC_33035_,2493,525264
Corynebacterium_striatum_ATCC_6940_,2677,525268
Finegoldia_magna_ATCC_53516_,1838,525282
Lactobacillus_antri_DSM_16041_,2224,525309
Lactobacillus_buchneri_ATCC_11577_,3002,525318
Lactobacillus_ultunensis_DSM_16047_,2210,525365
Listeria_grayi_DSM_20601_,2625,525367
Mycobacterium_parascrofulaceum_ATCC_BAA-614_,6456,525368
Sphingobacterium_spiritivorum_ATCC_33861_,4471,525373
Staphylococcus_caprae_M23864:W1_,2563,525378
Streptococcus_equinus_ATCC_9812_,1793,525379
Desulfomicrobium_baculatum_DSM_4028_,3436,525897
Sulfurospirillum_deleyianum_DSM_6946_,2265,525898
Thermanaerovibrio_acidaminovorans_DSM_6589_,1738,525903
Thermobaculum_terrenum_ATCC_BAA-798_,2832,525904
Acidimicrobium_ferrooxidans_DSM_10331_,1964,525909
Anaerococcus_prevotii_DSM_20548_,1806,525919
Sebaldella_termitidis_ATCC_33386_,4099,526218
Desulfovibrio_salexigens_DSM_2638_,3807,526222
Brachyspira_murdochii_DSM_12563_,2809,526224
Geodermatophilus_obscurus_DSM_43160_,4811,526225
Gordonia_bronchialis_DSM_43247_,4696,526226
Meiothermus_silvanus_DSM_9946_,3378,526227
Yersinia_aldovae_ATCC_35236_,3967,527002
Proteus_mirabilis_HI4320_,3662,529507
Candidatus_Rhodoluna_lacicola_,1364,529884
Pirellula_staleyi_DSM_6068_,4717,530564
Flavobacteriaceae_bacterium_3519-10_,2534,531844
Cylindrospermopsis_raciborskii_CS-505_,3449,533240
Raphidiopsis_brookii_D9_,3007,533247
Acidovorax_ebreus_TPSY_,3479,535289
Mesorhizobium_opportunistum_WSM2075_,6508,536019
Clostridium_carboxidivorans_P7_,5460,536227
Clostridium_botulinum_A2_str._Kyoto_,3878,536232
Clostridium_botulinum_E1_str._'BoNT_E_Beluga'_,3684,536233
Blautia_hansenii_DSM_20583_,3171,537007
Prevotella_copri_DSM_18205_,3337,537011
[Clostridium]_methylpentosum_DSM_5476_,3907,537013
Candidatus_Liberibacter_asiaticus_str._psy62_,1109,537021
Helicobacter_canadensis_MIT_98-5491_,1535,537970
Helicobacter_cinaedi_CCUG_18818_,2373,537971
Helicobacter_pullorum_MIT_98-5489_,2028,537972
Actinoplanes_subtropicus_,10185,543632
Variovorax_paradoxus_S110_,6279,543728
Lactobacillus_casei_BL23_,3005,543734
beta_proteobacterium_CB_,2112,543913
Clostridium_arbusti_SL206_,3783,545243
Thioalkalivibrio_sp._AKL11_,2833,545264
Thioalkalivibrio_sp._ALJ24_,2568,545276
Bacillus_megaterium_QM_B1551_,5116,545693
Treponema_primitia_ZAS-2_,3522,545694
Treponema_azotonutricium_ZAS-9_,3474,545695
Holdemania_filiformis_DSM_12042_,4223,545696
Clostridium_celatum_DSM_1785_,3453,545697
Neisseria_cinerea_ATCC_14685_,2127,546262
Neisseria_flavescens_NRL30031/H210_,2531,546264
Neisseria_mucosa_ATCC_25996_,3148,546266
Neisseria_polysaccharea_ATCC_43768_,2577,546267
Neisseria_subflava_NJ9703_,2621,546268
Filifactor_alocis_ATCC_35896_,1641,546269
Gemella_haemolysans_ATCC_10379_,1710,546270
Selenomonas_sputigena_ATCC_35185_,2255,546271
Veillonella_dispar_ATCC_17748_,1954,546273
Eikenella_corrodens_ATCC_23834_,2627,546274
Fusobacterium_periodonticum_ATCC_33693_,2568,546275
Deinococcus_deserti_VCD115_,2616,546414
Bacteroides_coprophilus_DSM_18228_=_JCM_13818_,3838,547042
Bifidobacterium_pseudocatenulatum_DSM_20438_=_JCM_1200_=_LMG_10505_,2151,547043
Neisseria_sicca_ATCC_29256_,3660,547045
Hydrogenobaculum_sp._HO_,1579,547144
Mycobacterium_vulneris_,6653,547163
Corynebacterium_aurimucosum_ATCC_700975_,2551,548476
Corynebacterium_glucuronolyticum_ATCC_51867_,2645,548477
Mobiluncus_curtisii_ATCC_43063_,1909,548479
Ferrimonas_balearica_DSM_9799_,3782,550540
'Nostoc_azollae'_0708_,3600,551115
Hirschia_maritima_DSM_19733_,3071,551275
Ponticaulis_koreensis_DSM_19734_,3228,551789
Erysipelotrichaceae_bacterium_5_2_54FAA_,2872,552396
Ruminococcaceae_bacterium_D16_,2994,552398
Bifidobacterium_animalis_subsp._lactis_BB-12_,1642,552531
Dehalogenimonas_lykanthroporepellens_BL-DC-9_,1659,552811
Prevotella_bivia_JCVIHMP010_,2041,553171
Prevotella_melaninogenica_ATCC_25845_,2296,553174
Porphyromonas_endodontalis_ATCC_35406_,1965,553175
Capnocytophaga_sputigena_ATCC_33612_,2672,553177
Capnocytophaga_gingivalis_ATCC_33624_,2588,553178
Atopobium_rimae_ATCC_49626_,1548,553184
Corynebacterium_amycolatum_SK46_,2103,553204
Corynebacterium_matruchotii_ATCC_14266_,2619,553207
Enhydrobacter_aerosaccus_SK60_,2573,553217
Campylobacter_rectus_RM3267_,2971,553218
Campylobacter_showae_RM3277_,2361,553219
Campylobacter_gracilis_RM3268_,2847,553220
Cobetia_crustatorum_,3588,553385
[Clostridium]_hylemonae_DSM_15053_,3976,553973
Thermosediminibacter_oceani_DSM_16646_,2197,555079
Dethiobacter_alkaliphilus_AHT_1_,3163,555088
Zymomonas_mobilis_subsp._mobilis_ATCC_10988_,1719,555217
Galbibacter_marinus_,3099,555500
Halothiobacillus_neapolitanus_c2_,2357,555778
Desulfonatronospira_thiodismutans_ASO3-1_,3663,555779
Novosphingobium_sp._Rr_2-17_,4302,555793
Clostridium_sp._D5_,4498,556261
Fusobacterium_necrophorum_D12_,1833,556263
Helicobacter_winghamensis_ATCC_BAA-430_,1639,556267
Oxalobacter_formigenes_HOxBLS_,2260,556268
Oxalobacter_formigenes_OXCC13_,2081,556269
Lactobacillus_reuteri_DSM_20016_,1900,557436
Laribacter_hongkongensis_HLHK9_,3238,557598
Mycobacterium_kansasii_ATCC_12478_,5866,557599
Chryseobacterium_piperi_,3510,558152
Lentibacillus_jeotgali_,3691,558169
Corynebacterium_doosanense_CAU_212_=_DSM_45436_,2492,558173
Aeromonas_sp._AE122_,3771,558884
Actinomadura_flavalba_DSM_45200_,5532,561175
Anaerococcus_hydrogenalis_DSM_7454_,2069,561177
Bifidobacterium_gallicum_DSM_20093_=_LMG_11596_,1918,561180
Dickeya_zeae_Ech1591_,4163,561229
Pectobacterium_carotovorum_subsp._carotovorum_PC1_,4246,561230
Pectobacterium_wasabiae_WPP163_,4437,561231
Amphibacillus_jilinensis_Y1_,3490,562743
Kyrpidia_tusciae_DSM_2912_,3150,562970
Actinomyces_viscosus_C505_,2587,562973
Gemella_haemolysans_M341_,1933,562981
Gemella_morbillorum_M424_,1622,562982
Gemella_sanguinis_M325_,1675,562983
Prevotella_oris_C735_,2644,563008
Prevotella_sp._C561_,3402,563031
Streptococcus_sp._M143_,1802,563037
Streptococcus_sp._M334_,2082,563038
Sulfurimonas_autotrophica_DSM_16294_,2158,563040
Bilophila_wadsworthia_3_1_6_,3786,563192
Brachyspira_hyodysenteriae_WA1_,2644,565034
Luminiphilus_syltensis_NOR5-1B_,2930,565045
Ureaplasma_urealyticum_serovar_10_str._ATCC_33699_,646,565575
Enterococcus_gallinarum_EG2_,3041,565653
Enterococcus_casseliflavus_EC20_,3114,565655
Enterococcus_faecium_C68_,2850,565664
Streptomyces_ghanaensis_ATCC_14672_,7891,566461
gamma_proteobacterium_NOR5-3_,3671,566466
Bifidobacterium_catenulatum_DSM_16992_=_JCM_1194_=_LMG_11043_,1950,566552
Lactobacillus_rhamnosus_GG_,2944,568703
Bordetella_pertussis_18323_,3377,568706
Dickeya_sp._NCPPB_569_,3557,568768
Acidaminococcus_intestini_RyC-MR95_,2404,568816
Serratia_symbiotica_str._'Cinara_cedri'_,672,568817
Nocardiopsis_potens_DSM_45234_,5840,570268
Wolbachia_endosymbiont_of_Culex_quinquefasciatus_Pel_,1275,570417
Fodinicurvata_sediminis_DSM_21159_,3363,570952
Fodinicurvata_fenggangensis_DSM_21160_,3447,570967
Sedimentitalea_nanhaiensis_DSM_24252_,4410,571166
Candidatus_Hamiltonella_defensa_5AT_,2155,572265
Allochromatium_vinosum_DSM_180_,3101,572477
Halanaerobium_praevalens_DSM_2228_,2068,572479
Arcobacter_nitrofigilis_DSM_7299_,3126,572480
Ilyobacter_polytropus_DSM_2926_,1998,572544
Aminobacterium_colombiense_DSM_12261_,1876,572547
Clostridium_cellulovorans_743B_,4254,573061
Asticcacaulis_excentricus_CB_48_,3623,573065
Desulfovibrio_magneticus_RS-1_,4694,573370
Spirochaeta_smaragdinae_DSM_11293_,4219,573413
Francisella_sp._TX077308_,1976,573569
Acetohalobium_arabaticum_DSM_5501_,2282,574087
Bacillus_gaemokensis_,5094,574375
Bacillus_manliponensis_,4375,574376
Anaplasma_centrale_str._Israel_,925,574556
Halomonas_zhanjiangensis_DSM_21076_,3583,574966
Isosphaera_pallida_ATCC_43644_,3722,575540
Acinetobacter_sp._RUH2624_,3693,575564
Acinetobacter_johnsonii_SH046_,3363,575586
Acinetobacter_lwoffii_SH145_,3029,575588
Acinetobacter_radioresistens_SH164_,2874,575589
Bacteroidetes_oral_taxon_274_str._F0058_,1856,575590
Lachnospiraceae_oral_taxon_107_str._F0167_,3094,575593
Lactobacillus_coleohominis_101-4-CHN_,1714,575594
Lactobacillus_jensenii_115-3-CHN_,1509,575605
Lactobacillus_jensenii_27-2-CHN_,1506,575606
Peptoniphilus_sp._oral_taxon_386_str._F0131_,1404,575609
Prevotella_sp._oral_taxon_317_str._F0108_,2926,575615
Vibrio_tasmaniensis_LGP32_,4431,575788
Zymomonas_mobilis_subsp._pomaceae_ATCC_29192_,1716,579138
Dickeya_dadantii_Ech703_,3970,579405
Thermoanaerobacterium_thermosaccharolyticum_DSM_571_,2601,580327
Thermoanaerobacter_italicus_Ab9_,2270,580331
Sideroxydans_lithotrophicus_ES-1_,2980,580332
Thermovirga_lienii_DSM_17291_,1875,580340
Hirschia_baltica_ATCC_49814_,3187,582402
Rubidibacter_lacunae_KORDI_51-2_,3457,582515
Methylovorus_glucosetrophus_SIP3-4_,2831,582744
Hyphomicrobium_denitrificans_ATCC_51888_,3512,582899
Methylotenera_mobilis_JLW8_,2338,583345
Coraliomargarita_akajimensis_DSM_45221_,3120,583355
Aminomonas_paucivorans_DSM_12260_,2399,584708
Mobiluncus_curtisii_subsp._curtisii_ATCC_35241_,1894,585198
Mobiluncus_mulieris_ATCC_35243_,2300,585199
Streptococcus_mitis_SK321_,1757,585202
Streptococcus_mitis_SK564_,1893,585203
Streptococcus_mitis_SK597_,1871,585204
Roseburia_hominis_A2-183_,3362,585394
Synechococcus_sp._KORDI-49_,2734,585423
Synechococcus_sp._KORDI-52_,2820,585425
Oribacterium_sinus_F0268_,2638,585501
Prevotella_bergensis_DSM_17361_,2825,585502
Selenomonas_noxia_ATCC_43541_,2020,585503
Weissella_paramesenteroides_ATCC_33313_,1952,585506
Lactobacillus_amylolyticus_DSM_11664_,1684,585524
Corynebacterium_genitalium_ATCC_33030_,2226,585529
Brevibacterium_mcbrellneri_ATCC_49030_,2432,585530
Aeromicrobium_marinum_DSM_15272_,3081,585531
Bacteroides_sp._D20_,3652,585543
Oceanobacillus_manasiensis_,3757,586413
Terribacillus_aidingensis_,3230,586416
Pseudomonas_chlororaphis_,6179,587753
[Clostridium]_papyrosolvens_DSM_2782_,4172,588581
Brevundimonas_naejangsanensis_,2712,588932
Desulfurivibrio_alkaliphilus_AHT2_,2620,589865
Alteromonas_australica_,3445,589873
Dickeya_dadantii_Ech586_,4144,590409
Cellulomonas_fimi_ATCC_484_,3762,590998
Acidaminococcus_fermentans_DSM_20731_,2026,591001
Actinobacillus_minor_202_,2049,591023
Streptomyces_sp._SPB78_,6386,591157
Streptomyces_sp._AA4_,8419,591158
Streptomyces_viridochromogenes_DSM_40736_,7628,591159
Streptomyces_pratensis_ATCC_33331_,6464,591167
Abiotrophia_defectiva_ATCC_49176_,1950,592010
Anaerobaculum_hydrogeniformans_ATCC_BAA-1850_,2500,592015
Catonella_morbi_ATCC_51271_,3291,592026
Clostridium_botulinum_D_str._1873_,2112,592027
Dialister_invisus_DSM_15470_,1954,592028
Nonlabens_dokdonensis_DSW-6_,3618,592029
Eubacterium_saphenum_ATCC_49989_,954,592031
Pantoea_sp._At-9b_,4076,592316
Pantoea_sp._Sc1_,4061,593105
[Cellvibrio]_gilvus_ATCC_13127_,3164,593907
Rhodopirellula_sp._SWK7_,7239,595460
Tolumonas_auensis_DSM_9187_,3130,595494
Methylosinus_trichosporium_OB3b_,4270,595536
Variovorax_paradoxus_EPS_,5952,595537
Arthrobacter_sp._A3_,4040,595593
Desulfovibrio_fructosivorans_JJ_,4159,596151
Desulfovibrio_sp._U5L_,4001,596152
Alicycliphilus_denitrificans_BC_,4455,596153
Alicycliphilus_denitrificans_K601_,4696,596154
Peptostreptococcus_stomatis_DSM_17678_,1600,596315
Staphylococcus_warneri_L37603_,2381,596319
Neisseria_flavescens_SK114_,2338,596320
Leptotrichia_goodfellowii_F0264_,2375,596323
Treponema_vincentii_ATCC_35580_,2559,596324
Porphyromonas_uenonis_60-3_,1977,596327
Mobiluncus_mulieris_28-1_,2321,596328
Peptostreptococcus_anaerobius_653-L_,1871,596329
Peptoniphilus_lacrimalis_315-B_,1589,596330
Brenneria_sp._EniD312_,4388,598467
Nautilia_profundicola_AmH_,1730,598659
Blattabacterium_sp._,582,600809
Meiothermus_rufus_DSM_22234_,2783,604331
Caldicellulosiruptor_obsidiansis_OB47_,2188,608506
Oribacterium_sp._oral_taxon_078_str._F0262_,2947,608534
Hydrogenobacter_thermophilus_TK-6_,1894,608538
[Clostridium]_saccharolyticum_WM1_,4154,610130
Helicobacter_bilis_ATCC_43879_,2269,613026
Rhodoferax_saidenbachensis_ED16_,3803,614083
Arenibacter_algicola_,4617,616991
Vibrio_splendidus_ZS-139_,4580,617140
Prevotella_sp._oral_taxon_472_str._F0295_,3092,619693
Aquimarina_agarilytica_ZC1_,3564,620914
Paenibacillus_sp._oral_taxon_786_str._D14_,4382,621372
Roseburia_inulinivorans_DSM_16841_,4415,622312
Methylocystis_sp._ATCC_49242_,4238,622637
Granulicatella_elegans_ATCC_700633_,1562,626369
Burkholderia_glumae_BGR1_,5463,626418
Prevotella_tannerae_ATCC_51259_,2811,626522
Shuttleworthia_satelles_DSM_14600_,2261,626523
Marinobacter_nanhaiticus_D15-8W_,4765,626887
Phascolarctobacterium_succinatutens_YIT_12067_,2150,626939
Sphingobium_sp._SYK-6_,4063,627192
Pseudomonas_syringae_pv._maculicola_str._ES4326_,5833,629265
Staphylococcus_hominis_SK119_,2182,629742
Sphingomonas_sp._Mn802worker_,3046,629773
Shimwellia_blattae_DSM_4481_=_NBRC_105725_,3904,630626
Thiorhodovibrio_sp._970_,4701,631362
Lutibaculum_baratangense_AMV1_,4165,631454
Clostridium_butyricum_E4_str._BoNT_E_BL5262_,4301,632245
Caldicellulosiruptor_hydrothermalis_108_,2546,632292
Caldicellulosiruptor_kristjanssonii_I77R1B_,2482,632335
Caldicellulosiruptor_owensensis_OL_,2147,632518
Thalassobium_sp._R2A62_,3696,633131
Olsenella_uli_DSM_7084_,1739,633147
Brevundimonas_subvibrioides_ATCC_15264_,3327,633149
[Eubacterium]_cellulosolvens_6_,2749,633697
Aggregatibacter_aphrophilus_NJ8700_,2231,634176
Komagataeibacter_medellinensis_NBRC_3288_,3156,634177
Acetobacter_pasteurianus_IFO_3283-01_,2630,634452
Erwinia_pyrifoliae_Ep1/96_,3682,634499
Erwinia_billingiae_Eb661_,4697,634500
Bartonella_grahamii_as4aup_,1768,634504
Geobacillus_thermoglucosidasius_C56-YS93_,3697,634956
Leptotrichia_hofstadii_F0254_,2846,634994
Thermincola_potens_JR_,2949,635013
Acidithiobacillus_caldus_ATCC_51756_,2889,637389
Acidithiobacillus_thiooxidans_ATCC_19377_,2971,637390
Shewanella_violacea_DSS12_,4346,637905
Citrobacter_rodentium_ICC168_,4851,637910
Actinobacillus_minor_NM305_,2411,637911
Granulicatella_adiacens_ATCC_49175_,1920,638301
Selenomonas_flueggei_ATCC_43531_,2117,638302
Thermocrinis_albus_DSM_14484_,1593,638303
Acidobacteria_bacterium_KBS_146_,4001,639030
Deferribacter_desulfuricans_SSM1_,2374,639282
Starkeya_novella_DSM_506_,4431,639283
Dechlorosoma_suillum_PS_,3443,640081
Segniliparus_rotundus_DSM_44985_,3006,640132
Burkholderia_sp._CCGE1001_,5965,640510
Burkholderia_sp._CCGE1002_,6889,640511
Burkholderia_sp._CCGE1003_,5988,640512
Enterobacter_asburiae_LF7a_,4451,640513
Clostridium_sp._DL-VIII_,5683,641107
Ruminococcus_flavefaciens_FD-1_,3918,641112
Capnocytophaga_granulosa_ATCC_51502_,2513,641143
Scardovia_inopinata_F0304_,1482,641146
Simonsiella_muelleri_ATCC_29453_,2275,641147
Neisseria_sp._oral_taxon_014_str._F0314_,2298,641149
Desulfovibrio_desulfuricans_ND132_,3454,641491
Cyclobacterium_qasimii_M12-11B_,5958,641524
Winogradskyella_psychrotolerans_RS-3_,4024,641526
Tatumella_morbirosei_,3653,642227
Clostridium_lentocellum_DSM_5427_,4182,642492
Microchaete_sp._PCC_7126_,5059,643473
Desulfovibrio_aespoeensis_Aspo-2_,3304,643562
Syntrophothermus_lipocalidus_DSM_12680_,2313,643648
Marivirga_tractuosa_DSM_4126_,3757,643867
Silicibacter_sp._TrichCH4B_,4735,644076
Silicibacter_lacuscaerulensis_ITI-1157_,3611,644107
Desulfarculus_baarsii_DSM_2075_,3277,644282
Micromonospora_aurantiaca_ATCC_27029_,6222,644283
Arcanobacterium_haemolyticum_DSM_20595_,1731,644284
Gordonia_neofelifaecis_NRRL_B-59395_,3985,644548
Pseudomonas_stutzeri_RCH2_,4230,644801
Thermaerobacter_marianensis_DSM_12885_,2327,644966
Desulfovibrio_sp._FW1012B_,3712,644968
Corynebacterium_kroppenstedtii_DSM_44385_,2018,645127
Streptomyces_sp._e14_,6446,645465
Jonquetella_anthropi_E3_33_E1_,1834,645512
Syntrophobotulus_glycolicus_DSM_8271_,3251,645991
Desulfosporosinus_acidiphilus_SJ4_,4431,646529
Rhodomicrobium_vannielii_ATCC_17100_,3565,648757
Methylobacterium_sp._MB200_,5036,648885
Thermovibrio_ammonificans_HB-1_,1813,648996
Leadbetterella_byssophila_DSM_17132_,3465,649349
Truepera_radiovictrix_DSM_17093_,2945,649638
Bacillus_cellulosilyticus_DSM_2522_,4266,649639
Actinomyces_sp._oral_taxon_848_str._F0332_,2592,649743
Aneurinibacillus_aneurinilyticus_ATCC_12856_,6214,649747
Corynebacterium_ammoniagenes_DSM_20306_,2654,649754
Prevotella_veroralis_F0319_,3048,649761
Slackia_exigua_ATCC_700122_,2029,649764
Actinoplanes_sp._N902-109_,8212,649831
Erysipelothrix_rhusiopathiae_str._Fujisawa_,1697,650150
Rhodopseudomonas_palustris_DX-1_,4917,652103
Streptomyces_violaceusniger_Tu_4113_,8728,653045
Actinomyces_sp._oral_taxon_849_str._F0330_,3019,653386
Desulfurispirillum_indicum_S5_,2571,653733
Anaerococcus_vaginalis_ATCC_51170_,1764,655811
Aerococcus_viridans_ATCC_11563_,1929,655812
Streptococcus_oralis_ATCC_35037_,1847,655813
Zunongwangia_profunda_SM-A87_,4653,655815
Frankia_symbiont_of_Datisca_glomerata_,4213,656024
Halanaerobium_hydrogeniformans_,2295,656519
Bacteroides_xylanisolvens_XB1A_,4406,657309
Faecalibacterium_prausnitzii_SL3/3_,2742,657322
Lachnospiraceae_bacterium_3_1_57FAA_CT1_,6535,658086
Lachnospiraceae_bacterium_9_1_43BFAA_,2720,658088
Candidatus_Liberibacter_solanacearum_CLso-ZC1_,1192,658172
Legionella_drancourtii_LLAP12_,3959,658187
Pseudomonas_sp._H2_,4985,658612
Lachnospiraceae_bacterium_1_4_56FAA_,3191,658655
Erysipelotrichaceae_bacterium_3_1_53_,3857,658659
Mesotoga_prima_MesG1.Ag.4.2_,2574,660470
Olsenella_sp._oral_taxon_809_str._F0356_,1898,661087
Legionella_longbeachae_NSW150_,3470,661367
Fimbriimonas_ginsengisoli_Gsoil_348_,4820,661478
Corynebacterium_resistens_DSM_45100_,2171,662755
Ethanoligenens_harbinense_YUAN-3_,2701,663278
Candidatus_Regiella_insecticola_LSR1_,1769,663321
Methylocapsa_aurea_,3403,663610
Acetobacter_aceti_ATCC_23746_,3197,663932
Streptococcus_dysgalactiae_subsp._dysgalactiae_ATCC_27957_,2107,663952
Erwinia_amylovora_CFBP1430_,3733,665029
Spirochaeta_thermophila_DSM_6192_,2203,665571
Streptomyces_viridosporus_T7A_,7262,665577
Desulfovibrio_sp._6_1_46AFAA_,3326,665942
